rcdc_cso,INCa/INSERM/DGOS pubs,National Cancer Institute pubs,Cancer Research UK pubs,Wellcome Trust pubs,National Health and Medical Research Council pubs
CARDIOVASCULAR * 2. Etiology,9.776190476190477,262.9924242424233,24.11706349206348,17.28733766233765,41.7384920634921
HEPATITIS - C * 2. Etiology,9.729567654567642,59.900133662634076,1.8817155067155065,1.4662518037518035,22.221037758537754
"OBESITY * 6. Cancer Control, Survivorship",9.64424603174603,230.4873376623372,22.109523809523797,2.55,45.60833333333335
"CHILDHOOD LEUKEMIA * 4. Early Detection, Diagnosis",9.624404761904763,15.51509740259738,2.892460317460317,0.30952380952380953,2.026785714285714
PEDIATRIC RESEARCH INITIATIVE * 1. Biology,9.59237012987013,97.33100649350673,8.580158730158729,1.918452380952381,21.68562409812411
"AUTOIMMUNE DISEASE * 4. Early Detection, Diagnosis",9.3,63.306150793650836,7.500000000000001,0.8999999999999999,3.8452380952380953
"STEM CELL RESEARCH * 4. Early Detection, Diagnosis",9.157142857142857,81.38578643578651,5.82043650793651,2.311111111111111,9.657936507936505
ESTROGEN * 1. Biology,8.951190476190474,196.61964285714288,24.041666666666657,3.1999999999999997,54.493452380952434
"LYMPHOMA * 6. Cancer Control, Survivorship",8.918055555555553,45.86309523809528,5.386309523809524,0.6666666666666666,7.514285714285714
PAIN CONDITIONS - CHRONIC * 5. Treatment,8.858928571428573,39.66253607503608,6.341666666666669,0.26666666666666666,10.00238095238095
"SCHIZOPHRENIA * 6. Cancer Control, Survivorship",8.759523809523808,9.726587301587298,2.0666666666666664,0.1111111111111111,3.7595238095238095
CHRONIC LIVER DISEASE AND CIRRHOSIS * 5. Treatment,8.50856782106782,31.687714137714146,2.0511904761904765,2.9664141414141416,10.321416546416545
"INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 6. Cancer Control, Survivorship",8.477777777777778,52.1913600288601,4.427380952380952,1.0,40.602561327561375
GENETIC TESTING * 1. Biology,8.477579365079363,88.70508056758045,6.5230158730158685,4.664682539682539,23.450992063492066
EYE DISEASE AND DISORDERS OF VISION * 1. Biology,8.109523809523807,95.38039321789323,16.48333333333333,2.866666666666667,27.73035714285713
OVARIAN CANCER * 1. Biology,8.080952380952382,342.22281746031683,24.383730158730156,7.244047619047617,77.70992063492073
ASTHMA * 2. Etiology,8.02063492063492,36.557954545454535,2.992857142857142,1.3988095238095235,49.038888888888934
BIODEFENSE * 5. Treatment,7.953517316017314,112.32999639249638,8.70595238095238,1.7011363636363634,37.16949855699858
SUBSTANCE ABUSE * 3. Prevention,7.857142857142857,782.4064213564303,120.66011904761885,9.398015873015872,147.8339285714286
"NUTRITION * 4. Early Detection, Diagnosis",7.843650793650792,44.72142857142859,10.11785714285714,,5.6000000000000005
PANCREATIC CANCER * 2. Etiology,7.737896825396825,131.46926406926437,6.1988095238095235,0.3005952380952381,11.494047619047612
"PANCREATIC CANCER * 6. Cancer Control, Survivorship",7.704166666666666,31.207341269841255,6.004761904761905,1.8333333333333333,12.629761904761907
OBESITY * 1. Biology,7.5666666666666655,94.91626984126988,7.2333333333333325,2.483333333333334,18.688492063492067
CHRONIC LIVER DISEASE AND CIRRHOSIS * 1. Biology,7.489898989898992,51.790818903318964,4.008730158730159,1.6319444444444442,18.866666666666664
INFLAMMATORY BOWEL DISEASE * 2. Etiology,7.47705627705628,38.02361111111114,3.126190476190476,3.1928571428571426,7.596428571428575
MENTAL HEALTH * 2. Etiology,7.398214285714285,68.36329365079378,7.611309523809525,2.871428571428572,27.001298701298705
COLO-RECTAL CANCER * 3. Prevention,7.3972222222222195,251.85543345543294,22.578373015873026,0.625,27.566666666666663
BRAIN CANCER * 2. Etiology,7.274343711843711,91.67872682872695,9.076984126984131,11.728373015873013,8.018290043290047
HEPATITIS - B * 2. Etiology,6.989441114441109,36.49765651015659,1.1969932844932842,1.488365800865801,14.693037518037507
ORPHAN DRUG * 2. Etiology,6.981222943722943,45.81116522366538,3.348418248418248,2.043452380952381,8.268885281385279
EYE DISEASE AND DISORDERS OF VISION * 5. Treatment,6.933333333333334,39.365873015873014,9.291666666666666,1.4666666666666666,8.351190476190476
GENETICS * 3. Prevention,6.899025974025972,252.21019119769034,18.15535714285715,2.829761904761905,26.447023809523813
DIABETES * 3. Prevention,6.89722222222222,137.06239177489164,10.159740259740257,2.8166666666666664,25.661706349206355
PROSTATE CANCER * 2. Etiology,6.840873015873016,369.420382395379,58.47242063492073,8.104365079365083,76.33075396825417
"BRAIN CANCER * 6. Cancer Control, Survivorship",6.810714285714288,33.789772727272734,2.3880952380952385,0.0625,5.391666666666667
"VACCINE RELATED * 6. Cancer Control, Survivorship",6.7691558441558435,54.29007936507944,4.175595238095238,1.2380952380952384,36.470568783068785
"PEDIATRIC RESEARCH INITIATIVE * 6. Cancer Control, Survivorship",6.653968253968256,102.32914169164172,6.555555555555556,1.05,9.997023809523807
"NEURODEGENERATIVE * 4. Early Detection, Diagnosis",6.541107503607505,61.79553085803098,4.767929292929293,0.5,25.562770562770545
"REGENERATIVE MEDICINE * 6. Cancer Control, Survivorship",6.537012987012987,46.85438311688318,1.4625,,5.691865079365082
ORGAN TRANSPLANTATION * 5. Treatment,6.4968614718614734,24.82025613275613,3.311904761904762,0.5,7.26746031746032
HEART DISEASE * 1. Biology,6.4111111111111105,108.46369047619051,9.861904761904766,4.511904761904763,30.355158730158713
CONTRACEPTION/REPRODUCTION * 5. Treatment,6.3999999999999995,16.031944444444445,0.8333333333333334,2.111111111111111,7.1499999999999995
INFLAMMATORY BOWEL DISEASE * 1. Biology,6.376190476190476,47.07900432900441,3.7928571428571427,0.8809523809523809,7.484235209235209
CHILDHOOD LEUKEMIA * 2. Etiology,6.325992063492059,48.549668387168495,3.606980519480519,1.2162698412698412,9.505609668109667
"HEART DISEASE * 4. Early Detection, Diagnosis",6.185353535353535,100.08213591963604,8.965151515151515,2.811111111111111,6.563888888888888
NEUROBLASTOMA * 1. Biology,6.10793650793651,32.70045093795095,4.744841269841269,1.154563492063492,20.77936507936507
"SEXUALLY TRANSMITTED DISEASES/HERPES * 4. Early Detection, Diagnosis",5.905555555555556,106.44503968253962,17.953571428571422,1.188095238095238,45.720634920634936
MENTAL HEALTH * 1. Biology,5.879166666666666,58.144744144744244,4.133928571428571,0.7357142857142858,13.185750360750355
CLIMATE-RELATED EXPOSURES AND CONDITIONS * 1. Biology,5.766666666666667,61.79642857142858,12.016666666666666,2.7083333333333335,20.908333333333335
"ASSISTIVE TECHNOLOGY * 6. Cancer Control, Survivorship",5.6794011544011545,12.053571428571427,2.4166666666666665,,4.102777777777778
TRANSPLANTATION * 2. Etiology,5.650685425685425,33.057774170274186,1.4714285714285713,0.8416666666666667,14.396572871572863
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 1. Biology,5.490674603174603,25.307424519924517,7.605555555555557,1.519047619047619,14.808243145743138
CROHN'S DISEASE * 2. Etiology,5.4091991341991355,21.117261904761897,1.1761904761904762,2.5166666666666666,5.003968253968254
STEM CELL RESEARCH - EMBRYONIC - NON-HUMAN * 1. Biology,5.364285714285714,129.16360028860046,22.16130952380951,1.4781746031746033,21.618650793650783
"STEM CELL RESEARCH - NONEMBRYONIC - HUMAN * 6. Cancer Control, Survivorship",5.3156926406926415,22.291504329004336,0.1625,,2.119642857142857
"CERVICAL CANCER * 6. Cancer Control, Survivorship",5.276190476190477,118.78730158730146,14.172023809523807,0.41666666666666663,42.41620370370373
ARTHRITIS * 5. Treatment,5.250595238095237,34.00833333333334,19.254761904761907,0.5833333333333334,9.409523809523808
LUPUS * 1. Biology,5.083333333333334,14.90180375180375,2.9333333333333336,0.1,9.0
INFLAMMATORY BOWEL DISEASE * 5. Treatment,4.942857142857142,11.819642857142856,1.5166666666666666,0.3333333333333333,4.304761904761905
"UTERINE CANCER * 4. Early Detection, Diagnosis",4.875,24.488095238095237,4.85,,7.041666666666666
"ESTROGEN * 6. Cancer Control, Survivorship",4.866666666666667,94.26150793650797,8.40952380952381,0.9916666666666667,14.508333333333331
BIOTECHNOLOGY * 3. Prevention,4.839448051948052,175.2155182780176,7.433730158730159,1.1820887445887445,30.22569745069746
"NEUROBLASTOMA * 4. Early Detection, Diagnosis",4.804960317460317,8.26590909090909,1.430952380952381,,2.842857142857143
"ORGAN TRANSPLANTATION * 6. Cancer Control, Survivorship",4.722835497835499,31.765097402597398,1.6249999999999998,1.1916666666666667,12.626190476190475
"SMOKING AND HEALTH * 6. Cancer Control, Survivorship",4.70218253968254,83.3497534872535,14.70337301587301,1.2916666666666665,13.167063492063487
"TOBACCO * 6. Cancer Control, Survivorship",4.70218253968254,84.37058682058682,14.70337301587301,1.7916666666666667,13.30992063492063
"INFERTILITY * 6. Cancer Control, Survivorship",4.685714285714285,29.572619047619046,4.055555555555555,0.6666666666666666,9.008333333333335
"HIV/AIDS * 4. Early Detection, Diagnosis",4.65755772005772,53.8839285714286,7.094047619047619,0.8666666666666667,13.90396825396825
LUNG * 3. Prevention,4.551984126984127,186.32858946608897,8.699603174603176,2.003968253968254,21.033134920634925
RARE DISEASES * 3. Prevention,4.511904761904761,201.91658665408607,9.150396825396822,1.7958333333333334,18.026208513708518
"HEPATITIS * 4. Early Detection, Diagnosis",4.44287518037518,11.426659451659448,1.9035409035409037,0.14285714285714285,3.00952380952381
"ACQUIRED COGNITIVE IMPAIRMENT * 6. Cancer Control, Survivorship",4.421861471861472,42.84158064158075,2.565079365079365,0.8541666666666666,20.91388888888888
"ARTHRITIS * 6. Cancer Control, Survivorship",4.416666666666666,51.413492063492136,10.666666666666666,2.1166666666666663,8.336706349206349
BIOENGINEERING * 2. Etiology,4.392857142857142,44.6112012987013,1.2541666666666667,,4.054166666666667
STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 2. Etiology,4.354707792207792,61.577201964702084,5.870869408369407,1.8718253968253966,10.372961760461756
UTERINE CANCER * 2. Etiology,4.329761904761906,143.9696428571428,9.19404761904762,4.666666666666667,37.34702380952382
"TRANSPLANTATION * 4. Early Detection, Diagnosis",4.271428571428571,40.42739898989903,2.4,0.8333333333333333,3.6527777777777786
"OSTEOPOROSIS * 6. Cancer Control, Survivorship",4.191666666666667,47.16865079365083,7.952380952380952,0.75,24.739285714285703
"LIVER CANCER * 6. Cancer Control, Survivorship",4.159559884559885,20.833080808080815,1.2255952380952382,0.1875,2.066666666666667
NEURODEGENERATIVE * 2. Etiology,4.093391330891332,60.26019119769147,5.1178932178932195,4.091071428571429,26.142803030303025
HEPATITIS * 5. Treatment,4.054996392496393,18.506888019388015,1.2023809523809523,0.7553030303030303,8.331499518999513
"EYE DISEASE AND DISORDERS OF VISION * 4. Early Detection, Diagnosis",4.033333333333334,48.55357142857144,9.366666666666665,1.5,3.2896825396825395
UROLOGIC DISEASES * 3. Prevention,4.029761904761905,185.1817460317459,16.575595238095236,0.16666666666666666,5.840909090909092
"CONTRACEPTION/REPRODUCTION * 4. Early Detection, Diagnosis",4.0249999999999995,31.184523809523807,3.3833333333333333,3.4166666666666665,5.508333333333333
CROHN'S DISEASE * 1. Biology,4.001190476190477,14.426028138528128,1.1845238095238095,0.21428571428571427,2.4678571428571425
"PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD * 6. Cancer Control, Survivorship",3.991666666666667,23.783501683501676,3.865674603174604,1.9416666666666664,15.945905483405475
ANTIMICROBIAL RESISTANCE * 5. Treatment,3.926190476190476,154.6180666555666,9.283333333333333,10.142857142857142,30.226028138528125
HEART DISEASE * 2. Etiology,3.9011904761904765,105.79101731601735,12.677777777777772,10.912337662337668,14.298809523809515
"STEM CELL RESEARCH - NONEMBRYONIC - HUMAN * 4. Early Detection, Diagnosis",3.8738095238095243,36.01949855699861,2.8430555555555554,0.1111111111111111,4.390079365079365
"MULTIPLE SCLEROSIS * 6. Cancer Control, Survivorship",3.854761904761905,1.9329365079365077,0.125,,1.6498376623376623
"SUBSTANCE ABUSE * 6. Cancer Control, Survivorship",3.845670995670996,65.58306277056289,8.01845238095238,1.4623737373737373,34.04485930735933
HEART DISEASE * 3. Prevention,3.8166666666666673,72.40575396825405,5.978373015873015,2.816666666666667,8.308730158730159
VECTOR-BORNE DISEASES * 2. Etiology,3.80873015873016,22.373015873015856,0.7527777777777777,0.7857142857142857,14.074404761904749
NEUROBLASTOMA * 5. Treatment,3.7744047619047616,57.03740287490302,8.682142857142857,1.2240079365079364,16.16984126984125
STEM CELL RESEARCH - NONEMBRYONIC - HUMAN * 2. Etiology,3.5376443001442994,37.77684398934404,3.1085678210678216,1.1156746031746032,5.554797979797979
SEXUALLY TRANSMITTED DISEASES/HERPES * 3. Prevention,3.5077380952380954,74.3668650793652,6.2285714285714295,3.6172619047619046,33.898220298220316
HPV AND/OR CERVICAL CANCER VACCINES * 3. Prevention,3.5077380952380954,56.11329365079377,6.1452380952380965,2.3964285714285714,28.47758537758537
NEUROFIBROMATOSIS * 1. Biology,3.489880952380952,41.69101037851043,0.38095238095238093,0.08333333333333333,0.39285714285714285
PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD * 2. Etiology,3.415277777777778,83.10534511784519,3.9788059163059164,0.9210317460317459,14.259668109668102
LUNG CANCER * 3. Prevention,3.393650793650794,118.02501803751817,4.327380952380953,0.6706349206349207,6.203769841269842
CYSTIC FIBROSIS * 1. Biology,3.3916666666666675,9.27142857142857,0.07142857142857142,0.25,1.4833333333333334
EMERGING INFECTIOUS DISEASES * 3. Prevention,3.3725829725829732,27.98380832130836,2.1261904761904766,0.28625541125541126,14.098941798941784
"ORPHAN DRUG * 6. Cancer Control, Survivorship",3.3242063492063485,20.735948773448783,4.0125,0.16666666666666666,3.5932539682539684
DIABETES * 5. Treatment,3.2944444444444447,89.77182539682546,5.766666666666667,3.6833333333333336,19.272023809523805
"EMERGING INFECTIOUS DISEASES * 6. Cancer Control, Survivorship",3.284487734487734,22.548015873015878,1.8285714285714287,2.619949494949495,17.048033910533917
ATHEROSCLEROSIS * 1. Biology,3.191666666666667,50.75476190476194,1.9333333333333333,0.6428571428571428,13.434523809523808
REHABILITATION * 5. Treatment,3.151190476190476,12.334523809523809,2.6,,3.8678571428571433
DEPRESSION * 2. Etiology,3.151190476190476,23.424873737373723,1.95,0.4380952380952381,5.260119047619048
ASTHMA * 1. Biology,3.1041666666666665,23.922619047619044,0.8333333333333333,0.6666666666666666,14.633333333333331
"CHRONIC LIVER DISEASE AND CIRRHOSIS * 6. Cancer Control, Survivorship",3.0954906204906196,17.139303751803755,1.0791666666666668,2.5288780663780663,11.249819624819615
"STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 6. Cancer Control, Survivorship",3.056168831168831,10.768109668109666,0.5833333333333333,,3.393055555555555
PAIN RESEARCH * 1. Biology,3.041666666666666,14.27005772005772,1.4416666666666667,0.8333333333333333,4.608333333333333
"INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 4. Early Detection, Diagnosis",3.0,20.962301587301585,0.5,,2.425432900432901
UTERINE CANCER * 5. Treatment,3.0,21.546825396825394,1.25,0.9166666666666666,9.166666666666666
PAIN RESEARCH * 2. Etiology,2.9621212121212124,12.876028138528135,0.3666666666666667,0.8999999999999999,5.740079365079365
INFERTILITY * 1. Biology,2.8666666666666667,15.849999999999994,0.6666666666666666,1.3666666666666667,15.51666666666667
SLEEP RESEARCH * 1. Biology,2.833333333333333,21.561904761904753,1.3333333333333333,,1.9166666666666665
ACQUIRED COGNITIVE IMPAIRMENT * 1. Biology,2.8123015873015875,23.322954822954813,2.2611652236652238,1.4303571428571429,9.624711399711392
"STROKE * 6. Cancer Control, Survivorship",2.806746031746032,31.39722222222221,7.294444444444444,1.125,21.67705627705627
AGENT ORANGE & DIOXIN * 2. Etiology,2.7833333333333337,9.82857142857143,0.375,,0.7833333333333333
PNEUMONIA & INFLUENZA * 2. Etiology,2.754960317460317,24.69525613275615,1.659126984126984,0.806547619047619,24.296626984126988
"EMERGING INFECTIOUS DISEASES * 4. Early Detection, Diagnosis",2.7355339105339103,34.26181457431458,0.1813186813186813,0.47619047619047616,4.051190476190477
"VACCINE RELATED * 4. Early Detection, Diagnosis",2.729166666666667,84.70995670995674,3.785714285714286,0.47619047619047616,15.952380952380942
SEXUALLY TRANSMITTED DISEASES/HERPES * 1. Biology,2.667857142857143,33.17997835497836,5.5285714285714285,1.2273809523809525,6.64722222222222
STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA * 5. Treatment,2.6294011544011537,20.559239371739356,0.47619047619047616,,2.7999389499389498
PAIN CONDITIONS - CHRONIC * 2. Etiology,2.628787878787879,6.189123376623377,,0.7333333333333334,2.2111111111111112
"INFLAMMATORY BOWEL DISEASE * 4. Early Detection, Diagnosis",2.6166666666666667,15.239484126984122,2.683333333333333,0.7333333333333334,1.3333333333333335
LIVER DISEASE * 3. Prevention,2.6035353535353534,40.09234006734011,2.594047619047619,0.1553030303030303,7.568999518999517
BRAIN DISORDERS * 3. Prevention,2.6015873015873017,170.07502220002164,12.695851370851363,1.338095238095238,29.924993062493044
HYPERTENSION * 5. Treatment,2.5999999999999996,9.633333333333335,1.25,,5.4333333333333345
HPV AND/OR CERVICAL CANCER VACCINES * 2. Etiology,2.5458333333333334,31.93039321789325,1.87202380952381,0.6706349206349207,9.314021164021163
"GENETIC TESTING * 6. Cancer Control, Survivorship",2.5249999999999995,78.5525793650795,7.670238095238094,1.45,21.84107142857144
"BIOTECHNOLOGY * 6. Cancer Control, Survivorship",2.4999999999999996,29.168272005771996,2.6880952380952383,0.8825757575757577,11.456084656084654
CROHN'S DISEASE * 5. Treatment,2.492857142857143,5.872023809523809,0.41666666666666663,,0.6047619047619047
"SERIOUS MENTAL ILLNESS * 6. Cancer Control, Survivorship",2.4853535353535356,33.13118686868686,2.7095238095238092,0.1111111111111111,6.7910714285714295
"ESTROGEN * 4. Early Detection, Diagnosis",2.4833333333333334,54.69007936507941,7.741666666666665,0.725,4.225
"PERIPHERAL NEUROPATHY * 6. Cancer Control, Survivorship",2.458928571428572,26.565440115440108,5.684523809523812,1.0666666666666667,15.985714285714272
"INFANT MORTALITY/ (LBW) * 6. Cancer Control, Survivorship",2.4166666666666665,17.33409692159691,2.84484126984127,1.2,10.585191197691197
"SEPTICEMIA * 6. Cancer Control, Survivorship",2.3944444444444444,5.853968253968254,0.7023809523809523,,2.7357142857142853
INFLUENZA * 2. Etiology,2.3938492063492065,16.623015873015856,0.7718253968253967,0.931547619047619,17.381746031746026
"PNEUMONIA & INFLUENZA * 6. Cancer Control, Survivorship",2.3920634920634916,9.106565656565657,1.1730158730158728,,8.429365079365082
"SEXUALLY TRANSMITTED DISEASES/HERPES * 6. Cancer Control, Survivorship",2.36984126984127,38.97182539682546,7.067261904761903,1.0583333333333333,24.460648148148145
COST EFFECTIVENESS RESEARCH * 5. Treatment,2.3333333333333335,5.600000000000001,5.25,0.625,2.3333333333333335
CERVICAL CANCER * 3. Prevention,2.305357142857143,54.31051587301598,5.700000000000001,1.9678571428571427,20.92635882635881
PERIPHERAL NEUROPATHY * 5. Treatment,2.300595238095238,16.163383838383822,1.2428571428571429,0.35,2.585714285714286
DIGESTIVE DISEASES - (PEPTIC ULCER) * 2. Etiology,2.2888888888888888,34.01646825396826,8.533333333333333,1.15,25.633333333333326
ESTROGEN * 3. Prevention,2.2833333333333337,72.9829365079366,3.7583333333333337,,3.6833333333333336
SEXUALLY TRANSMITTED DISEASES/HERPES * 5. Treatment,2.2642857142857142,36.9556277056277,1.1416666666666666,0.3142857142857143,12.531547619047616
"INFLAMMATORY BOWEL DISEASE * 6. Cancer Control, Survivorship",2.259523809523809,6.646230158730159,2.7694444444444444,,3.583333333333333
REHABILITATION * 2. Etiology,2.2333333333333334,25.167857142857173,0.4916666666666667,0.6666666666666666,3.849999999999999
PNEUMONIA & INFLUENZA * 5. Treatment,2.208134920634921,13.483531746031739,0.9261904761904762,0.25,9.036507936507935
"HEART DISEASE - CORONARY HEART DISEASE * 6. Cancer Control, Survivorship",2.1861111111111113,59.076461038961206,6.241666666666667,1.988095238095238,15.353968253968247
EYE DISEASE AND DISORDERS OF VISION * 2. Etiology,2.176190476190476,18.431150793650783,1.5250000000000001,2.3452380952380953,9.605357142857141
HYPERTENSION * 1. Biology,2.1666666666666665,17.366269841269848,3.6,1.9333333333333333,6.1833333333333345
OBESITY * 5. Treatment,2.1666666666666665,22.34285714285714,0.25,0.8333333333333333,4.499999999999999
DEMENTIA * 1. Biology,2.1456349206349206,22.63565323565323,2.2611652236652238,1.4303571428571429,8.424711399711393
"CHILDHOOD LEUKEMIA * 6. Cancer Control, Survivorship",2.1357142857142852,21.216287878787867,0.29166666666666663,0.2,0.9123015873015874
"COST EFFECTIVENESS RESEARCH * 4. Early Detection, Diagnosis",2.125,24.84642857142859,3.202777777777778,,5.113095238095239
PNEUMONIA & INFLUENZA * 3. Prevention,2.103968253968254,7.581944444444442,0.30952380952380953,,8.276984126984132
INFLUENZA * 3. Prevention,2.103968253968254,6.735515873015872,0.39285714285714285,,7.503174603174605
REGENERATIVE MEDICINE * 2. Etiology,2.086453823953824,28.283567821067866,2.4601190476190484,0.6305555555555556,6.961832611832609
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 1. Biology,2.0861111111111112,20.234823509823496,1.653589466089466,1.0375,7.204076479076476
MENTAL HEALTH * 3. Prevention,2.0734126984126986,117.51769480519489,7.9095238095238125,2.675,24.263052225552215
CONGENITAL STRUCTURAL ANOMALIES * 1. Biology,2.0,34.048214285714266,9.470238095238095,2.528571428571428,14.947420634920631
ARTHRITIS * 1. Biology,1.9791666666666665,34.132792207792214,12.388095238095238,1.5,16.375
ACQUIRED COGNITIVE IMPAIRMENT * 5. Treatment,1.9454365079365081,11.043226218226215,0.7803571428571427,0.0625,1.8761904761904764
HEMATOLOGY * 3. Prevention,1.9130952380952382,22.492460317460317,1.5166666666666666,0.16190476190476188,4.342857142857144
PROSTATE CANCER * 3. Prevention,1.913095238095238,139.1853174603174,12.167261904761906,0.16666666666666666,4.316666666666668
HEPATITIS * 1. Biology,1.9085497835497836,11.338852813852805,0.5734126984126984,0.1875,2.0888888888888886
"OBESITY * 4. Early Detection, Diagnosis",1.9047619047619049,19.995238095238083,1.5333333333333332,,0.7
HEPATITIS - C * 5. Treatment,1.8942821067821067,10.465618178118179,0.14285714285714285,0.4053030303030303,4.748725348725346
"HEPATITIS * 6. Cancer Control, Survivorship",1.885966810966811,16.904184704184708,0.25535714285714284,1.0503066378066377,9.892279942279938
MUSCULAR DYSTROPHY * 1. Biology,1.881349206349206,4.418452380952381,0.375,,4.609920634920634
ORGAN TRANSPLANTATION * 1. Biology,1.8452380952380951,8.159920634920635,2.158333333333333,0.41666666666666663,6.360714285714286
VECTOR-BORNE DISEASES * 5. Treatment,1.838095238095238,38.86349206349208,4.926190476190477,0.8553571428571429,29.977994227994223
"ENDOMETRIOSIS * 6. Cancer Control, Survivorship",1.826190476190476,3.541666666666667,,0.25,1.6666666666666665
STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA - HUMAN * 5. Treatment,1.8079725829725828,15.600906038406018,,,1.865415140415141
RURAL HEALTH * 2. Etiology,1.8023809523809524,32.87400793650793,3.5,,3.8222222222222224
"ALCOHOLISM, ALCOHOL USE AND HEALTH * 3. Prevention",1.7829365079365078,89.7287878787879,12.633928571428571,1.0928571428571427,26.272222222222222
HIV/AIDS * 3. Prevention,1.781511544011544,87.6925144300144,5.180753968253969,4.434469696969696,12.967863155363153
"CROHN'S DISEASE * 4. Early Detection, Diagnosis",1.7666666666666664,3.8666666666666676,1.4166666666666665,0.4,1.1666666666666667
STEM CELL RESEARCH - EMBRYONIC - HUMAN * 1. Biology,1.751190476190476,55.596212121212204,3.414880952380952,0.0625,17.226984126984114
"PERINATAL - BIRTH - PRETERM (LBW) * 6. Cancer Control, Survivorship",1.7499999999999998,11.135155122655117,2.1464285714285714,1.2,7.672691197691197
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 2. Etiology,1.7255952380952382,15.392911255411256,3.4722222222222228,2.0690476190476192,5.381295093795092
"CLIMATE-RELATED EXPOSURES AND CONDITIONS * 6. Cancer Control, Survivorship",1.713095238095238,31.775811688311695,2.5714285714285716,,4.926388888888889
"DEMENTIA * 6. Cancer Control, Survivorship",1.7075757575757575,22.211981074481052,2.255555555555555,0.5208333333333333,13.023412698412692
DENTAL/ORAL AND CRANIOFACIAL DISEASE * 3. Prevention,1.6892857142857143,44.823214285714286,1.7,0.30000000000000004,1.3352513227513225
ALZHEIMER'S DISEASE * 1. Biology,1.6833333333333333,16.76613664113663,1.653589466089466,0.7875,6.715187590187587
PARKINSON'S DISEASE * 1. Biology,1.673015873015873,10.195310245310242,1.342857142857143,,2.0207070707070707
NANOTECHNOLOGY * 1. Biology,1.6388888888888888,64.04424603174608,4.249999999999999,1.5833333333333333,3.6166666666666667
TOBACCO * 1. Biology,1.63531746031746,24.80043290043289,0.5833333333333333,0.6000000000000001,3.4041666666666677
SMOKING AND HEALTH * 1. Biology,1.63531746031746,24.80043290043289,0.5833333333333333,0.6000000000000001,3.4041666666666677
"ACUTE RESPIRATORY DISTRESS SYNDROME * 6. Cancer Control, Survivorship",1.6285714285714286,1.1206349206349207,0.45,,0.26785714285714285
GENETIC TESTING * 5. Treatment,1.625,11.720935545935543,0.30952380952380953,0.1,3.916666666666666
MENTAL HEALTH * 5. Treatment,1.575,19.84761904761904,0.9285714285714284,,6.066666666666667
FOODBORNE ILLNESS * 2. Etiology,1.5416666666666665,109.35221861471861,2.017857142857143,0.575,15.133531746031737
"PAIN RESEARCH * 4. Early Detection, Diagnosis",1.5333333333333332,14.151190476190475,5.400000000000002,1.0,3.892857142857143
"HUMAN GENOME * 6. Cancer Control, Survivorship",1.5166666666666666,64.73759018759024,3.775000000000001,3.7700757575757575,9.524999999999999
HEALTH EFFECTS OF INDOOR AIR POLLUTION * 2. Etiology,1.5095238095238095,17.835930735930724,0.2,0.3416666666666666,2.441666666666667
"EYE DISEASE AND DISORDERS OF VISION * 6. Cancer Control, Survivorship",1.5,14.817857142857143,2.2,0.5,8.222222222222221
NEUROSCIENCES * 3. Prevention,1.4833333333333332,65.40236707736719,3.5954545454545457,3.0142857142857147,9.135905760905757
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 5. Treatment,1.4787698412698413,8.191267066267065,0.5803571428571428,0.0625,1.8761904761904764
ALZHEIMER'S DISEASE * 5. Treatment,1.4787698412698413,7.205552780552778,0.5803571428571428,0.0625,1.7928571428571431
DEMENTIA * 5. Treatment,1.4787698412698413,9.466206016206014,0.7803571428571427,0.0625,1.8761904761904764
"PNEUMONIA * 6. Cancer Control, Survivorship",1.4753968253968253,4.970851370851371,0.8039682539682539,,4.647222222222223
PAIN CONDITIONS - CHRONIC * 1. Biology,1.4666666666666668,9.373412698412695,0.5416666666666666,0.3333333333333333,3.941666666666667
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 1. Biology,1.4523809523809523,30.767496392496394,0.9952380952380953,1.0,11.220238095238097
RHEUMATOID ARTHRITIS * 5. Treatment,1.45,3.775,1.3666666666666667,0.08333333333333333,1.2
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 5. Treatment,1.4083333333333334,16.493867243867243,,0.125,1.963095238095238
"INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 6. Cancer Control, Survivorship",1.3916666666666666,6.162179487179488,1.5761904761904761,0.41666666666666663,4.941468253968254
