="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="OSTEOPOROSIS",="0.007",="0.005",="0.005",="-0.006",="0.003",="0.009"
="",="(0.008)",="(0.009)",="(0.003)",="(0.006)",="(0.011)",="(0.006)"
="OTITIS MEDIA",="-0.024**",="-0.006",="0.002",="-0.023***",="-0.017",="-0.026***"
="",="(0.012)",="(0.010)",="(0.006)",="(0.007)",="(0.018)",="(0.006)"
="OVARIAN CANCER",="0.117***",="0.215***",="0.004",="0.090***",="0.184***",="0.043***"
="",="(0.013)",="(0.023)",="(0.003)",="(0.013)",="(0.017)",="(0.009)"
="PAIN CONDITIONS - CHRONIC",="-0.013**",="-0.001",="0.003",="-0.008",="0.020**",="0.200***"
="",="(0.005)",="(0.009)",="(0.003)",="(0.007)",="(0.010)",="(0.015)"
="PAIN RESEARCH",="-0.008",="0.004",="0.004",="0.004",="0.053***",="0.299***"
="",="(0.006)",="(0.009)",="(0.003)",="(0.008)",="(0.010)",="(0.023)"
="PANCREATIC CANCER",="0.122***",="0.029***",="0.005*",="0.050***",="0.134***",="0.007"
="",="(0.014)",="(0.011)",="(0.003)",="(0.009)",="(0.013)",="(0.008)"
="PARKINSON'S DISEASE",="-0.014***",="-0.001",="0.002",="-0.009",="-0.007",="-0.022***"
="",="(0.005)",="(0.009)",="(0.005)",="(0.007)",="(0.010)",="(0.005)"
="PEDIATRIC",="0.406***",="0.434***",="0.373***",="0.119***",="0.354***",="0.403***"
="",="(0.019)",="(0.041)",="(0.043)",="(0.015)",="(0.032)",="(0.026)"
="PEDIATRIC AIDS",="-0.029**",="-0.003",="0.002",="-0.028**",="-0.017",="-0.017***"
="",="(0.012)",="(0.009)",="(0.003)",="(0.014)",="(0.015)",="(0.005)"
="PEDIATRIC CANCER",="0.091***",="0.061***",="0.002",="0.026***",="0.204***",="0.020***"
="",="(0.012)",="(0.011)",="(0.003)",="(0.007)",="(0.018)",="(0.008)"
="PEDIATRIC RESEARCH INITIATIVE",="0.031***",="0.043***",="0.035***",="0.015**",="0.097***",="0.012"
="",="(0.007)",="(0.012)",="(0.005)",="(0.007)",="(0.012)",="(0.007)"
="PERINATAL - BIRTH - PRETERM (LBW",="-0.021***",="0.007",="0.001",="-0.012*",="-0.010",="-0.011**"
="",="(0.005)",="(0.008)",="(0.003)",="(0.006)",="(0.011)",="(0.005)"
="PERINATAL - NEONATAL RESPIRATORY",="-0.017**",="0.005",="-0.001",="",="-0.010",="-0.027***"
="",="(0.007)",="(0.009)",="(0.007)",="",="(0.018)",="(0.005)"
="PERINATAL PERIOD - CONDITIONS OR",="-0.011**",="0.026***",="0.007*",="-0.007",="-0.005",="0.004"
="",="(0.005)",="(0.009)",="(0.004)",="(0.006)",="(0.011)",="(0.005)"
="PERIPHERAL NEUROPATHY",="-0.010*",="0.002",="",="-0.015**",="0.003",="-0.002"
="",="(0.006)",="(0.009)",="",="(0.007)",="(0.010)",="(0.005)"
="PHYSICAL REHABILITATION",="0.023",="",="-0.002",="",="-0.015",="-0.013***"
="",="(0.014)",="",="(0.004)",="",="(0.024)",="(0.004)"
="PICK'S DISEASE",="-0.029**",="",="",="",="",=""
="",="(0.012)",="",="",="",="",=""
="PNEUMONIA",="-0.016***",="0.005",="-0.001",="-0.004",="-0.002",="-0.020***"
="",="(0.006)",="(0.009)",="(0.003)",="(0.008)",="(0.010)",="(0.004)"
="PNEUMONIA & INFLUENZA",="-0.012**",="0.017*",="0.007*",="-0.013**",="0.006",="-0.015***"
="",="(0.005)",="(0.009)",="(0.004)",="(0.006)",="(0.010)",="(0.004)"
="POLYCYSTIC KIDNEY DISEASE",="-0.012**",="0.001",="",="-0.024***",="-0.012",="-0.022***"
="",="(0.006)",="(0.010)",="",="(0.009)",="(0.012)",="(0.007)"
="POST-TRAUMATIC STRESS DISORDER (",="-0.018*",="-0.004",="0.002",="0.001",="",="-0.022***"
="",="(0.009)",="(0.009)",="(0.004)",="(0.009)",="",="(0.004)"
="PROSTATE CANCER",="0.301***",="0.191***",="0.034***",="0.575***",="0.465***",="0.218***"
="",="(0.028)",="(0.021)",="(0.006)",="(0.115)",="(0.035)",="(0.023)"
="PSORIASIS",="-0.013**",="0.001",="0.001",="-0.012",="-0.007",="-0.021***"
="",="(0.006)",="(0.009)",="(0.004)",="(0.007)",="(0.011)",="(0.005)"
="RARE DISEASES",="2.041***",="1.286***",="0.052***",="1.233***",="3.362***",="0.615***"
="",="(0.068)",="(0.060)",="(0.006)",="(0.098)",="(0.254)",="(0.043)"
="REGENERATIVE MEDICINE",="0.284***",="0.009",="0.002",="-0.002",="0.109***",="-0.009*"
="",="(0.018)",="(0.009)",="(0.004)",="(0.007)",="(0.013)",="(0.005)"
="REHABILITATION",="-0.017***",="0.013",="0.011***",="-0.011*",="0.004",="0.296***"
="",="(0.006)",="(0.012)",="(0.004)",="(0.006)",="(0.010)",="(0.035)"
="RETT SYNDROME",="-0.019***",="0.012",="",="",="",="-0.031***"
="",="(0.005)",="(0.018)",="",="",="",="(0.009)"
="RHEUMATOID ARTHRITIS",="-0.021***",="0.012",="0.002",="-0.016**",="-0.005",="-0.023***"
="",="(0.005)",="(0.010)",="(0.005)",="(0.007)",="(0.010)",="(0.005)"
="RURAL HEALTH",="-0.036**",="0.005",="0.006*",="-0.008",="-0.010",="0.020**"
="",="(0.014)",="(0.009)",="(0.003)",="(0.006)",="(0.014)",="(0.008)"
="SCHIZOPHRENIA",="-0.017***",="-0.001",="-0.001",="-0.014*",="-0.016",="-0.011**"
="",="(0.005)",="(0.008)",="(0.003)",="(0.008)",="(0.012)",="(0.005)"
="SCLERODERMA",="-0.029***",="0.009",="",="-0.004",="-0.017",="-0.022***"
="",="(0.006)",="(0.009)",="",="(0.008)",="(0.012)",="(0.005)"
="SEPTICEMIA",="-0.015**",="0.003",="-0.000",="-0.012*",="-0.002",="-0.021***"
="",="(0.006)",="(0.009)",="(0.006)",="(0.007)",="(0.010)",="(0.005)"
="SERIOUS MENTAL ILLNESS",="-0.021***",="-0.000",="0.000",="-0.014*",="-0.006",="-0.013***"
="",="(0.005)",="(0.009)",="(0.003)",="(0.008)",="(0.014)",="(0.004)"
="SEXUAL AND GENDER MINORITIES (SG",="-0.028***",="0.004",="0.002",="0.002",="-0.006",="-0.021***"
="",="(0.008)",="(0.009)",="(0.003)",="(0.010)",="(0.025)",="(0.005)"
="SEXUALLY TRANSMITTED DISEASES/HE",="0.000",="0.172***",="0.050***",="0.053***",="0.009",="0.006"
="",="(0.006)",="(0.019)",="(0.008)",="(0.010)",="(0.010)",="(0.005)"
="SICKLE CELL DISEASE",="-0.022***",="-0.012",="0.005",="-0.011",="-0.007",="-0.022***"
="",="(0.006)",="(0.011)",="(0.008)",="(0.007)",="(0.010)",="(0.005)"
="SLEEP RESEARCH",="-0.012**",="0.009",="0.004",="-0.015**",="-0.001",="0.006"
="",="(0.006)",="(0.009)",="(0.004)",="(0.007)",="(0.015)",="(0.006)"
="SMALL POX",="-0.028***",="-0.008",="0.002",="",="0.003",=""
="",="(0.007)",="(0.009)",="(0.004)",="",="(0.011)",=""
="SMOKING AND HEALTH",="-0.010*",="0.160***",="0.668***",="-0.006",="-0.002",="0.018***"
="",="(0.005)",="(0.016)",="(0.065)",="(0.006)",="(0.010)",="(0.007)"
="SPINA BIFIDA",="-0.028***",="-0.020**",="-0.002",="-0.022*",="",="-0.017**"
="",="(0.007)",="(0.010)",="(0.008)",="(0.012)",="",="(0.007)"
="SPINAL CORD INJURY",="-0.018***",="",="0.001",="-0.016**",="-0.008",="-0.023***"
="",="(0.006)",="",="(0.008)",="(0.007)",="(0.010)",="(0.005)"
="SPINAL MUSCULAR ATROPHY",="-0.020***",="-0.007",="",="-0.011",="-0.009",="-0.025***"
="",="(0.007)",="(0.019)",="",="(0.011)",="(0.017)",="(0.009)"
="STEM CELL RESEARCH",="0.883***",="0.059***",="0.005",="0.025***",="0.374***",="0.004"
="",="(0.044)",="(0.010)",="(0.004)",="(0.008)",="(0.036)",="(0.006)"
="STEM CELL RESEARCH - EMBRYONIC -",="0.002",="-0.005",="",="-0.009",="-0.008",=""
="",="(0.006)",="(0.010)",="",="(0.007)",="(0.010)",=""
="STEM CELL RESEARCH - EMBRYONIC -",="0.041***",="-0.005",="0.001",="-0.019**",="-0.004",="-0.032***"
="",="(0.007)",="(0.009)",="(0.008)",="(0.009)",="(0.010)",="(0.009)"
="STEM CELL RESEARCH - INDUCED PLU",="-0.011**",="0.005",="",="-0.018**",="-0.009",="-0.025***"
="",="(0.006)",="(0.011)",="",="(0.009)",="(0.011)",="(0.009)"
="STEM CELL RESEARCH - INDUCED PLU",="-0.015***",="0.013",="",="-0.018**",="-0.010",="-0.025***"
="",="(0.006)",="(0.012)",="",="(0.009)",="(0.011)",="(0.009)"
="STEM CELL RESEARCH - INDUCED PLU",="-0.018***",="",="",="",="-0.010",=""
="",="(0.006)",="",="",="",="(0.014)",=""
="STEM CELL RESEARCH - NONEMBRYONI",="0.214***",="0.014",="0.001",="0.002",="0.191***",="-0.016***"
="",="(0.013)",="(0.009)",="(0.004)",="(0.007)",="(0.019)",="(0.005)"
="STEM CELL RESEARCH - NONEMBRYONI",="0.425***",="0.025***",="0.002",="-0.004",="0.090***",="-0.019***"
="",="(0.026)",="(0.009)",="(0.004)",="(0.007)",="(0.010)",="(0.004)"
="STEM CELL RESEARCH - UMBILICAL C",="-0.022***",="-0.007",="",="0.004",="0.000",="-0.026***"
="",="(0.005)",="(0.011)",="",="(0.011)",="(0.010)",="(0.007)"
="STEM CELL RESEARCH - UMBILICAL C",="-0.023***",="-0.003",="",="0.004",="-0.002",="-0.026***"
="",="(0.005)",="(0.013)",="",="(0.011)",="(0.010)",="(0.007)"
="STROKE",="-0.017***",="0.003",="-0.001",="-0.006",="-0.008",="0.007"
="",="(0.005)",="(0.009)",="(0.003)",="(0.006)",="(0.011)",="(0.006)"
="SUBSTANCE ABUSE",="-0.007",="0.132***",="0.363***",="-0.006",="0.004",="0.023***"
="",="(0.006)",="(0.015)",="(0.035)",="(0.006)",="(0.010)",="(0.007)"
="SUICIDE",="-0.024**",="0.004",="0.003",="",="-0.014",="-0.021***"
="",="(0.011)",="(0.009)",="(0.004)",="",="(0.013)",="(0.005)"
="TEMPOROMANDIBULAR MUSCLE/JOINT D",="-0.026**",="",="",="",="0.006",="-0.022***"
="",="(0.012)",="",="",="",="(0.018)",="(0.005)"
="TOBACCO",="-0.010*",="0.162***",="0.688***",="-0.006",="-0.002",="0.020***"
="",="(0.005)",="(0.016)",="(0.068)",="(0.006)",="(0.010)",="(0.007)"
="TRANSMISSIBLE SPONGIFORM ENCEPHA",="-0.023***",="-0.006",="",="-0.000",="-0.013",="-0.027***"
="",="(0.005)",="(0.019)",="",="(0.011)",="(0.015)",="(0.006)"
="TRANSPLANTATION",="0.047***",="0.018*",="-0.001",="0.005",="0.316***",="0.054***"
="",="(0.009)",="(0.010)",="(0.003)",="(0.006)",="(0.044)",="(0.009)"
="TUBERCULOSIS",="-0.010*",="-0.000",="0.002",="-0.003",="0.005",="-0.022***"
="",="(0.006)",="(0.008)",="(0.004)",="(0.009)",="(0.011)",="(0.005)"
="TUBERCULOSIS VACCINE",="-0.021***",="-0.001",="-0.001",="-0.019**",="-0.000",=""
="",="(0.008)",="(0.012)",="(0.003)",="(0.008)",="(0.011)",=""
="TUBEROUS SCLEROSIS",="-0.012**",="-0.004",="",="",="-0.003",="-0.026***"
="",="(0.006)",="(0.009)",="",="",="(0.010)",="(0.009)"
="UROLOGIC DISEASES",="0.413***",="0.341***",="0.046***",="0.679***",="0.659***",="0.351***"
="",="(0.031)",="(0.028)",="(0.007)",="(0.112)",="(0.051)",="(0.027)"
="USHER SYNDROME",="-0.027***",="",="",="",="",=""
="",="(0.009)",="",="",="",="",=""
="UTERINE CANCER",="0.019**",="0.059***",="0.001",="0.004",="0.008",="-0.019***"
="",="(0.008)",="(0.012)",="(0.003)",="(0.007)",="(0.012)",="(0.005)"
="VACCINE RELATED",="0.391***",="0.142***",="0.118***",="0.018**",="0.783***",="0.019***"
="",="(0.031)",="(0.013)",="(0.013)",="(0.007)",="(0.045)",="(0.006)"
="VACCINE RELATED (AIDS)",="-0.011",="-0.005",="0.002",="",="-0.003",=""
="",="(0.007)",="(0.009)",="(0.003)",="",="(0.010)",=""
="VECTOR-BORNE DISEASES",="-0.001",="0.013",="0.000",="-0.017***",="0.023**",="-0.020***"
="",="(0.006)",="(0.009)",="(0.003)",="(0.007)",="(0.012)",="(0.005)"
="VIOLENCE RESEARCH",="-0.039***",="-0.004",="0.001",="-0.009",="",="-0.022***"
="",="(0.012)",="(0.009)",="(0.003)",="(0.009)",="",="(0.004)"
="WEST NILE VIRUS",="-0.026***",="-0.006",="-0.007",="-0.010",="0.005",="-0.032***"
="",="(0.006)",="(0.009)",="(0.006)",="(0.011)",="(0.012)",="(0.010)"
="ADOLESCENT SEXUAL ACTIVITY",="",="-0.003",="0.017***",="0.001",="-0.019",="-0.022***"
="",="",="(0.009)",="(0.006)",="(0.012)",="(0.024)",="(0.004)"
="ALLERGIC RHINITIS (HAY FEVER)",="",="0.003",="0.001",="",="0.029",="-0.015**"
="",="",="(0.013)",="(0.008)",="",="(0.019)",="(0.006)"
="ANOREXIA",="",="0.014",="-0.001",="",="",="-0.025***"
="",="",="(0.018)",="(0.008)",="",="",="(0.007)"
="ARCTIC",="",="0.006",="0.002",="-0.014*",="",="-0.024***"
="",="",="(0.012)",="(0.004)",="(0.007)",="",="(0.005)"
="CANNABIDIOL RESEARCH",="",="0.015",="",="",="-0.014",=""
="",="",="(0.019)",="",="",="(0.024)",=""
="CHILD ABUSE AND NEGLECT RESEARCH",="",="-0.004",="",="-0.018",="",="-0.025***"
="",="",="(0.010)",="",="(0.012)",="",="(0.005)"
="CLIMATE CHANGE",="",="0.014",="",="",="",=""
="",="",="(0.018)",="",="",="",=""
="COST EFFECTIVENESS RESEARCH",="",="-0.011",="0.010***",="-0.000",="0.007",="0.218***"
="",="",="(0.010)",="(0.004)",="(0.007)",="(0.011)",="(0.046)"
="DIETHYLSTILBESTROL (DES)",="",="-0.008",="",="",="",=""
="",="",="(0.019)",="",="",="",=""
="HEALTH EFFECTS OF HOUSEHOLD ENER",="",="-0.004",="",="",="",="-0.027***"
="",="",="(0.015)",="",="",="",="(0.009)"
="HEPATITIS - A",="",="0.003",="",="",="",=""
="",="",="(0.018)",="",="",="",=""
="INJURY - CHILDHOOD INJURIES",="",="-0.005",="0.002",="-0.005",="",="-0.021***"
="",="",="(0.015)",="(0.004)",="(0.008)",="",="(0.004)"
="INJURY - UNINTENTIONAL CHILDHOOD",="",="-0.005",="0.002",="-0.014",="",="-0.023***"
="",="",="(0.015)",="(0.004)",="(0.011)",="",="(0.005)"
="LEWY BODY DEMENTIA",="",="0.003",="",="",="",=""
="",="",="(0.018)",="",="",="",=""
="PAGET'S DISEASE",="",="0.014",="",="",="",=""
="",="",="(0.018)",="",="",="",=""
="PRESCRIPTION DRUG ABUSE",="",="0.010",="0.002",="0.001",="-0.015",="-0.023***"
="",="",="(0.012)",="(0.006)",="(0.011)",="(0.024)",="(0.005)"
="SUDDEN INFANT DEATH SYNDROME",="",="-0.002",="0.001",="",="",="-0.024***"
="",="",="(0.014)",="(0.008)",="",="",="(0.007)"
="SUICIDE PREVENTION",="",="0.002",="0.003",="",="",="-0.024***"
="",="",="(0.012)",="(0.004)",="",="",="(0.005)"
="TEENAGE PREGNANCY",="",="0.010",="0.006",="",="",="-0.025***"
="",="",="(0.012)",="(0.005)",="",="",="(0.005)"
="THERAPEUTIC CANNABINOID RESEARCH",="",="0.015",="",="",="-0.014",=""
="",="",="(0.019)",="",="",="(0.024)",=""
="TOPICAL MICROBICIDES",="",="0.000",="",="-0.004",="-0.008",=""
="",="",="(0.010)",="",="(0.008)",="(0.012)",=""
="TOURETTE SYNDROME",="",="-0.027",="",="",="",="-0.027***"
="",="",="(0.020)",="",="",="",="(0.006)"
="UNDERAGE DRINKING",="",="-0.001",="0.007**",="",="",="-0.022***"
="",="",="(0.009)",="(0.003)",="",="",="(0.005)"
="VIOLENCE AGAINST WOMEN",="",="0.002",="0.001",="0.000",="",="-0.024***"
="",="",="(0.011)",="(0.005)",="(0.011)",="",="(0.005)"
="YOUTH VIOLENCE",="",="-0.011",="0.004",="",="",="-0.022***"
="",="",="(0.011)",="(0.004)",="",="",="(0.006)"
="EMERGENCY CARE",="",="",="0.002",="-0.009",="",="-0.014***"
="",="",="",="(0.004)",="(0.007)",="",="(0.005)"
="HOMELESSNESS",="",="",="0.002",="-0.023*",="",="-0.025***"
="",="",="",="(0.004)",="(0.012)",="",="(0.005)"
="MALARIA VACCINE",="",="",="0.001",="",="-0.020",=""
="",="",="",="(0.006)",="",="(0.018)",=""
="SCREENING AND BRIEF INTERVENTION",="",="",="-0.001",="",="",="-0.023***"
="",="",="",="(0.003)",="",="",="(0.006)"
="SUBSTANCE ABUSE PREVENTION",="",="",="0.002",="",="",="-0.018**"
="",="",="",="(0.003)",="",="",="(0.007)"
="VASCULAR COGNITIVE IMPAIRMENT/DE",="",="",="0.002",="-0.023*",="",="-0.032***"
="",="",="",="(0.008)",="(0.013)",="",="(0.010)"
="YOUTH VIOLENCE PREVENTION",="",="",="0.003",="",="",=""
="",="",="",="(0.005)",="",="",=""
="APHASIA",="",="",="",="-0.017*",="",="-0.018***"
="",="",="",="",="(0.009)",="",="(0.005)"
="VULVODYNIA",="",="",="",="",="",="-0.025***"
="",="",="",="",="",="",="(0.009)"
="Constant",="0.038***",="0.015",="0.029***",="-0.011",="-0.024*",="0.024***"
="",="(0.011)",="(0.016)",="(0.010)",="(0.012)",="(0.013)",="(0.007)"
="Observations",="7895",="8385",="6680",="6535",="7310",="8190"
="Standard errors in parentheses"
="* p<.1, ** p<.05, *** p<.01"
