funder_name,grnt_rcdc,pub_rcdc,nb_grnts,nb_obs,nb_pubs
French Cancer Funders,Stem Cell Research,Dental/Oral and Craniofacial Disease,1,2,2
French Cancer Funders,Stem Cell Research,Diagnostic Radiology,2,8,8
French Cancer Funders,Stem Cell Research,Digestive Diseases,10,25,19
French Cancer Funders,Stem Cell Research,Emerging Infectious Diseases,4,4,2
French Cancer Funders,Stem Cell Research,Eye Disease And Disorders Of Vision,1,1,1
French Cancer Funders,Stem Cell Research,Genetic Testing,3,3,2
French Cancer Funders,Stem Cell Research,Genetics,22,68,58
French Cancer Funders,Stem Cell Research,HIV/AIDS,3,4,2
French Cancer Funders,Stem Cell Research,Heart Disease,1,1,1
French Cancer Funders,Stem Cell Research,Hematology,15,80,59
French Cancer Funders,Stem Cell Research,Human Genome,4,10,7
French Cancer Funders,Stem Cell Research,Immunization,2,2,2
French Cancer Funders,Stem Cell Research,Infant Mortality/ (LBW),1,1,1
French Cancer Funders,Stem Cell Research,Infectious Diseases,4,4,3
French Cancer Funders,Stem Cell Research,Infertility,1,2,2
French Cancer Funders,Stem Cell Research,Inflammatory Bowel Disease,1,1,1
French Cancer Funders,Stem Cell Research,Kidney Disease,2,2,2
French Cancer Funders,Stem Cell Research,Liver Cancer,1,1,1
French Cancer Funders,Stem Cell Research,Lung,2,2,1
French Cancer Funders,Stem Cell Research,Lung Cancer,3,5,3
French Cancer Funders,Stem Cell Research,Lupus,1,1,1
French Cancer Funders,Stem Cell Research,Lymphoma,6,16,9
French Cancer Funders,Stem Cell Research,Nanotechnology,3,3,3
French Cancer Funders,Stem Cell Research,Neurosciences,3,3,3
French Cancer Funders,Stem Cell Research,Organ Transplantation,4,5,4
French Cancer Funders,Stem Cell Research,Orphan Drug,7,23,15
French Cancer Funders,Stem Cell Research,Osteoporosis,1,1,1
French Cancer Funders,Stem Cell Research,Ovarian Cancer,1,1,1
French Cancer Funders,Stem Cell Research,Pain Conditions - Chronic,1,1,1
French Cancer Funders,Stem Cell Research,Pancreatic Cancer,2,2,1
French Cancer Funders,Stem Cell Research,Patient Safety,10,11,8
French Cancer Funders,Stem Cell Research,Pediatric,9,25,24
French Cancer Funders,Stem Cell Research,Pediatric Cancer,7,14,8
French Cancer Funders,Stem Cell Research,Pediatric Research Initiative,4,5,2
French Cancer Funders,Stem Cell Research,Prevention,9,16,11
French Cancer Funders,Stem Cell Research,Rare Diseases,22,128,90
French Cancer Funders,Stem Cell Research,Regenerative Medicine,7,30,17
French Cancer Funders,Stem Cell Research,Rural Health,1,1,1
French Cancer Funders,Stem Cell Research,Scleroderma,1,1,1
French Cancer Funders,Stem Cell Research,Stem Cell Research,15,76,45
French Cancer Funders,Stem Cell Research,Stem Cell Research - Nonembryonic - Human,16,71,46
French Cancer Funders,Stem Cell Research,Stem Cell Research - Nonembryonic - Non-Human,14,22,17
French Cancer Funders,Stem Cell Research,Stem Cell Research - Umbilical Cord Blood/ Placenta,1,1,1
French Cancer Funders,Stem Cell Research,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,3,5,4
French Cancer Funders,Stem Cell Research,Transplantation,12,111,65
French Cancer Funders,Stem Cell Research,Urologic Diseases,1,1,1
French Cancer Funders,Stem Cell Research,Vaccine Related,3,4,1
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,,2,31,31
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Aging,1,2,2
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Antimicrobial Resistance,1,1,1
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Biotechnology,1,3,3
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Breast Cancer,1,4,4
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Cancer,1,16,16
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Cardiovascular,1,1,1
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Childhood Leukemia,1,2,2
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Clinical Research,2,4,4
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Colo-Rectal Cancer,1,1,1
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Digestive Diseases,1,2,2
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Genetics,1,3,3
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Hematology,1,1,1
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Human Genome,1,1,1
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Infectious Diseases,2,4,4
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Lupus,1,1,1
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Lymphoma,1,2,2
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Pediatric,1,1,1
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Pediatric Cancer,1,1,1
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Rare Diseases,1,6,6
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research,1,1,1
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Stem Cell Research - Nonembryonic - Human,1,1,1
French Cancer Funders,Stem Cell Research - Nonembryonic - Non-Human,Urologic Diseases,1,2,2
French Cancer Funders,Substance Abuse,,1,5,5
French Cancer Funders,Substance Abuse,Substance Abuse,1,1,1
French Cancer Funders,Transplantation,,1,9,9
French Cancer Funders,Transplantation,Biotechnology,1,1,1
French Cancer Funders,Transplantation,Breast Cancer,1,1,1
French Cancer Funders,Transplantation,Cancer,1,3,3
French Cancer Funders,Transplantation,Cardiovascular,1,1,1
French Cancer Funders,Transplantation,Clinical Research,1,3,3
French Cancer Funders,Transplantation,Emerging Infectious Diseases,1,1,1
French Cancer Funders,Transplantation,Genetics,1,1,1
French Cancer Funders,Transplantation,Immunization,1,1,1
French Cancer Funders,Transplantation,Infectious Diseases,1,2,2
French Cancer Funders,Transplantation,Kidney Disease,1,1,1
French Cancer Funders,Transplantation,Organ Transplantation,1,3,3
French Cancer Funders,Transplantation,Rare Diseases,1,1,1
French Cancer Funders,Transplantation,Transplantation,1,1,1
French Cancer Funders,Urologic Diseases,,3,242,174
French Cancer Funders,Urologic Diseases,Aging,3,18,14
French Cancer Funders,Urologic Diseases,Atherosclerosis,2,2,1
French Cancer Funders,Urologic Diseases,Bioengineering,2,2,1
French Cancer Funders,Urologic Diseases,Biotechnology,3,6,4
French Cancer Funders,Urologic Diseases,Brain Cancer,2,4,2
French Cancer Funders,Urologic Diseases,Breast Cancer,2,2,1
French Cancer Funders,Urologic Diseases,Cancer,3,71,52
French Cancer Funders,Urologic Diseases,Chronic Liver Disease and Cirrhosis,2,2,1
French Cancer Funders,Urologic Diseases,Clinical Research,3,42,27
French Cancer Funders,Urologic Diseases,Clinical Trials and Supportive Activities,3,21,20
French Cancer Funders,Urologic Diseases,Complementary and Alternative Medicine,2,2,1
French Cancer Funders,Urologic Diseases,Diagnostic Radiology,3,7,4
French Cancer Funders,Urologic Diseases,Digestive Diseases,2,2,1
French Cancer Funders,Urologic Diseases,Genetics,2,10,5
French Cancer Funders,Urologic Diseases,Infectious Diseases,2,2,1
French Cancer Funders,Urologic Diseases,Kidney Disease,3,24,13
French Cancer Funders,Urologic Diseases,Lung,2,2,1
French Cancer Funders,Urologic Diseases,Mental Health,2,2,1
French Cancer Funders,Urologic Diseases,Neurosciences,2,2,1
French Cancer Funders,Urologic Diseases,Orphan Drug,3,3,2
French Cancer Funders,Urologic Diseases,Patient Safety,3,15,8
French Cancer Funders,Urologic Diseases,Pediatric,2,4,2
French Cancer Funders,Urologic Diseases,Prevention,1,2,2
French Cancer Funders,Urologic Diseases,Prostate Cancer,1,6,6
French Cancer Funders,Urologic Diseases,Rare Diseases,2,20,10
French Cancer Funders,Urologic Diseases,Rehabilitation,2,2,1
French Cancer Funders,Urologic Diseases,Stem Cell Research,2,2,1
French Cancer Funders,Urologic Diseases,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,2,2,1
French Cancer Funders,Urologic Diseases,Transplantation,2,2,1
French Cancer Funders,Urologic Diseases,Urologic Diseases,3,18,14
French Cancer Funders,Urologic Diseases,Vaccine Related,1,1,1
French Cancer Funders,Vaccine Related,,2,21,21
French Cancer Funders,Vaccine Related,Autoimmune Disease,1,1,1
French Cancer Funders,Vaccine Related,Biodefense,1,1,1
French Cancer Funders,Vaccine Related,Biotechnology,2,2,2
French Cancer Funders,Vaccine Related,Brain Disorders,1,1,1
French Cancer Funders,Vaccine Related,Breast Cancer,1,1,1
French Cancer Funders,Vaccine Related,Cancer,2,5,5
French Cancer Funders,Vaccine Related,Chronic Liver Disease and Cirrhosis,1,1,1
French Cancer Funders,Vaccine Related,Clinical Research,2,8,8
French Cancer Funders,Vaccine Related,Digestive Diseases,1,4,4
French Cancer Funders,Vaccine Related,Emerging Infectious Diseases,2,6,6
French Cancer Funders,Vaccine Related,Genetics,1,1,1
French Cancer Funders,Vaccine Related,HIV/AIDS,1,2,2
French Cancer Funders,Vaccine Related,Hepatitis,1,4,4
French Cancer Funders,Vaccine Related,Immunization,2,2,2
French Cancer Funders,Vaccine Related,Infectious Diseases,2,9,9
French Cancer Funders,Vaccine Related,Kidney Disease,1,1,1
French Cancer Funders,Vaccine Related,Multiple Sclerosis,1,1,1
French Cancer Funders,Vaccine Related,Organ Transplantation,1,1,1
French Cancer Funders,Vaccine Related,Prevention,1,3,3
French Cancer Funders,Vaccine Related,Rare Diseases,1,1,1
French Cancer Funders,Vaccine Related,Transplantation,1,1,1
French Cancer Funders,Vaccine Related,Tuberculosis,1,1,1
French Cancer Funders,Vaccine Related,Urologic Diseases,1,4,4
French Cancer Funders,Vaccine Related,Vaccine Related,2,4,4
French Cancer Funders,Vaccine Related,Vector-Borne Diseases,2,2,2
French Cancer Funders - ORCID Confirmed,,,3,78,78
French Cancer Funders - ORCID Confirmed,,Bioengineering,1,2,2
French Cancer Funders - ORCID Confirmed,,Biotechnology,2,2,2
French Cancer Funders - ORCID Confirmed,,Brain Disorders,2,2,2
French Cancer Funders - ORCID Confirmed,,Breast Cancer,1,4,4
French Cancer Funders - ORCID Confirmed,,Cancer,3,29,29
French Cancer Funders - ORCID Confirmed,,Cardiovascular,1,1,1
French Cancer Funders - ORCID Confirmed,,Clinical Research,2,16,16
French Cancer Funders - ORCID Confirmed,,Clinical Trials and Supportive Activities,2,2,2
French Cancer Funders - ORCID Confirmed,,Colo-Rectal Cancer,1,2,2
French Cancer Funders - ORCID Confirmed,,Contraception/Reproduction,1,1,1
French Cancer Funders - ORCID Confirmed,,Dental/Oral and Craniofacial Disease,1,1,1
French Cancer Funders - ORCID Confirmed,,Diagnostic Radiology,2,5,5
French Cancer Funders - ORCID Confirmed,,Digestive Diseases,2,12,12
French Cancer Funders - ORCID Confirmed,,Estrogen,1,1,1
French Cancer Funders - ORCID Confirmed,,Genetics,1,1,1
French Cancer Funders - ORCID Confirmed,,Heart Disease,1,5,5
French Cancer Funders - ORCID Confirmed,,Kidney Disease,1,2,2
French Cancer Funders - ORCID Confirmed,,Liver Disease,1,1,1
French Cancer Funders - ORCID Confirmed,,Lung,1,2,2
French Cancer Funders - ORCID Confirmed,,Lung Cancer,1,3,3
French Cancer Funders - ORCID Confirmed,,Neurosciences,1,1,1
French Cancer Funders - ORCID Confirmed,,Obesity,1,1,1
French Cancer Funders - ORCID Confirmed,,Pain Conditions - Chronic,1,1,1
French Cancer Funders - ORCID Confirmed,,Pancreatic Cancer,1,1,1
French Cancer Funders - ORCID Confirmed,,Patient Safety,1,1,1
French Cancer Funders - ORCID Confirmed,,Pediatric,1,2,2
French Cancer Funders - ORCID Confirmed,,Prevention,1,3,3
French Cancer Funders - ORCID Confirmed,,Rare Diseases,2,9,9
French Cancer Funders - ORCID Confirmed,,Urologic Diseases,1,2,2
French Cancer Funders - ORCID Confirmed,,Vaccine Related,1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,,6,80,80
French Cancer Funders - ORCID Confirmed,Bioengineering,Aging,1,6,6
French Cancer Funders - ORCID Confirmed,Bioengineering,Bioengineering,5,11,11
French Cancer Funders - ORCID Confirmed,Bioengineering,Biotechnology,4,5,5
French Cancer Funders - ORCID Confirmed,Bioengineering,Brain Disorders,1,2,2
French Cancer Funders - ORCID Confirmed,Bioengineering,Breast Cancer,2,3,3
French Cancer Funders - ORCID Confirmed,Bioengineering,Cancer,7,23,23
French Cancer Funders - ORCID Confirmed,Bioengineering,Cardiovascular,1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,Clinical Research,4,6,6
French Cancer Funders - ORCID Confirmed,Bioengineering,Colo-Rectal Cancer,2,5,5
French Cancer Funders - ORCID Confirmed,Bioengineering,Diagnostic Radiology,3,12,12
French Cancer Funders - ORCID Confirmed,Bioengineering,Digestive Diseases,4,5,5
French Cancer Funders - ORCID Confirmed,Bioengineering,Genetics,3,8,8
French Cancer Funders - ORCID Confirmed,Bioengineering,Heart Disease,1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,Hematology,2,2,2
French Cancer Funders - ORCID Confirmed,Bioengineering,Human Genome,1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,Infectious Diseases,2,2,2
French Cancer Funders - ORCID Confirmed,Bioengineering,Intellectual and Developmental Disabilities (IDD),1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,Kidney Disease,2,2,2
French Cancer Funders - ORCID Confirmed,Bioengineering,Liver Cancer,1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,Lung,1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,Nanotechnology,1,2,2
French Cancer Funders - ORCID Confirmed,Bioengineering,Networking and Information Technology R&D,1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,Neurodegenerative,1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,Neurosciences,2,2,2
French Cancer Funders - ORCID Confirmed,Bioengineering,Pancreatic Cancer,1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,Prevention,1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,Rare Diseases,2,4,4
French Cancer Funders - ORCID Confirmed,Bioengineering,Stem Cell Research,1,2,2
French Cancer Funders - ORCID Confirmed,Bioengineering,Stem Cell Research - Nonembryonic - Human,1,2,2
French Cancer Funders - ORCID Confirmed,Bioengineering,Transplantation,1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,Urologic Diseases,1,1,1
French Cancer Funders - ORCID Confirmed,Bioengineering,Vaccine Related,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,,13,383,369
French Cancer Funders - ORCID Confirmed,Biotechnology,Acquired Cognitive Impairment,2,6,3
French Cancer Funders - ORCID Confirmed,Biotechnology,Aging,4,15,15
French Cancer Funders - ORCID Confirmed,Biotechnology,Antimicrobial Resistance,1,2,2
French Cancer Funders - ORCID Confirmed,Biotechnology,Bioengineering,7,24,21
French Cancer Funders - ORCID Confirmed,Biotechnology,Biotechnology,9,31,24
French Cancer Funders - ORCID Confirmed,Biotechnology,Brain Disorders,4,5,5
French Cancer Funders - ORCID Confirmed,Biotechnology,Breast Cancer,7,19,18
French Cancer Funders - ORCID Confirmed,Biotechnology,Cancer,10,130,130
French Cancer Funders - ORCID Confirmed,Biotechnology,Cardiovascular,2,3,3
French Cancer Funders - ORCID Confirmed,Biotechnology,Childhood Leukemia,2,7,7
French Cancer Funders - ORCID Confirmed,Biotechnology,Chronic Liver Disease and Cirrhosis,1,2,2
French Cancer Funders - ORCID Confirmed,Biotechnology,Clinical Research,6,21,21
French Cancer Funders - ORCID Confirmed,Biotechnology,Clinical Trials and Supportive Activities,1,4,4
French Cancer Funders - ORCID Confirmed,Biotechnology,Colo-Rectal Cancer,3,4,4
French Cancer Funders - ORCID Confirmed,Biotechnology,Complementary and Alternative Medicine,1,2,2
French Cancer Funders - ORCID Confirmed,Biotechnology,Congenital Structural Anomalies,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Contraception/Reproduction,2,2,2
French Cancer Funders - ORCID Confirmed,Biotechnology,Cystic Fibrosis,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Dementia,2,2,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Dental/Oral and Craniofacial Disease,3,5,5
French Cancer Funders - ORCID Confirmed,Biotechnology,Diabetes,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Diagnostic Radiology,2,11,11
French Cancer Funders - ORCID Confirmed,Biotechnology,Digestive Diseases,6,18,18
French Cancer Funders - ORCID Confirmed,Biotechnology,Emerging Infectious Diseases,4,10,10
French Cancer Funders - ORCID Confirmed,Biotechnology,Eye Disease And Disorders Of Vision,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Foodborne Illness,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Genetic Testing,2,2,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Genetics,11,53,48
French Cancer Funders - ORCID Confirmed,Biotechnology,HIV/AIDS,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Heart Disease,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Hematology,5,10,9
French Cancer Funders - ORCID Confirmed,Biotechnology,Human Genome,5,5,4
French Cancer Funders - ORCID Confirmed,Biotechnology,Immunization,3,8,8
French Cancer Funders - ORCID Confirmed,Biotechnology,Infectious Diseases,4,7,7
French Cancer Funders - ORCID Confirmed,Biotechnology,Injury (total) Accidents/Adverse Effects,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Kidney Disease,2,10,10
French Cancer Funders - ORCID Confirmed,Biotechnology,Lung,3,5,5
French Cancer Funders - ORCID Confirmed,Biotechnology,Lung Cancer,2,6,6
French Cancer Funders - ORCID Confirmed,Biotechnology,Mental Health,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Nanotechnology,1,6,6
French Cancer Funders - ORCID Confirmed,Biotechnology,Neurodegenerative,4,13,11
French Cancer Funders - ORCID Confirmed,Biotechnology,Neurosciences,8,15,13
French Cancer Funders - ORCID Confirmed,Biotechnology,Nutrition,1,2,2
French Cancer Funders - ORCID Confirmed,Biotechnology,Obesity,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Orphan Drug,2,4,4
French Cancer Funders - ORCID Confirmed,Biotechnology,Patient Safety,2,7,7
French Cancer Funders - ORCID Confirmed,Biotechnology,Pediatric,3,4,4
French Cancer Funders - ORCID Confirmed,Biotechnology,Pneumonia,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Prevention,4,11,11
French Cancer Funders - ORCID Confirmed,Biotechnology,Prostate Cancer,3,5,5
French Cancer Funders - ORCID Confirmed,Biotechnology,Rare Diseases,11,32,31
French Cancer Funders - ORCID Confirmed,Biotechnology,Regenerative Medicine,4,4,3
French Cancer Funders - ORCID Confirmed,Biotechnology,Stem Cell Research,2,4,4
French Cancer Funders - ORCID Confirmed,Biotechnology,Stem Cell Research - Embryonic - Non-Human,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Stem Cell Research - Nonembryonic - Human,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Stem Cell Research - Nonembryonic - Non-Human,2,3,3
French Cancer Funders - ORCID Confirmed,Biotechnology,Stroke,1,1,1
French Cancer Funders - ORCID Confirmed,Biotechnology,Transplantation,2,3,3
French Cancer Funders - ORCID Confirmed,Biotechnology,Urologic Diseases,3,5,5
French Cancer Funders - ORCID Confirmed,Biotechnology,Vaccine Related,2,7,7
French Cancer Funders - ORCID Confirmed,Brain Disorders,,1,10,10
French Cancer Funders - ORCID Confirmed,Brain Disorders,Bioengineering,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,,23,663,573
French Cancer Funders - ORCID Confirmed,Cancer,Aging,8,26,24
French Cancer Funders - ORCID Confirmed,Cancer,Behavioral and Social Science,2,4,2
French Cancer Funders - ORCID Confirmed,Cancer,Biodefense,2,2,2
French Cancer Funders - ORCID Confirmed,Cancer,Bioengineering,2,5,5
French Cancer Funders - ORCID Confirmed,Cancer,Biotechnology,13,27,26
French Cancer Funders - ORCID Confirmed,Cancer,Brain Cancer,3,3,1
French Cancer Funders - ORCID Confirmed,Cancer,Brain Disorders,6,7,6
French Cancer Funders - ORCID Confirmed,Cancer,Breast Cancer,10,23,21
French Cancer Funders - ORCID Confirmed,Cancer,Cancer,22,264,216
French Cancer Funders - ORCID Confirmed,Cancer,Cardiovascular,8,19,14
French Cancer Funders - ORCID Confirmed,Cancer,Childhood Leukemia,3,5,5
French Cancer Funders - ORCID Confirmed,Cancer,Chronic Liver Disease and Cirrhosis,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Clinical Research,18,110,81
French Cancer Funders - ORCID Confirmed,Cancer,Clinical Trials and Supportive Activities,6,29,20
French Cancer Funders - ORCID Confirmed,Cancer,Colo-Rectal Cancer,3,12,12
French Cancer Funders - ORCID Confirmed,Cancer,Complementary and Alternative Medicine,3,6,6
French Cancer Funders - ORCID Confirmed,Cancer,Contraception/Reproduction,2,2,2
French Cancer Funders - ORCID Confirmed,Cancer,Crohn's Disease,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Cystic Fibrosis,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Dental/Oral and Craniofacial Disease,3,3,3
French Cancer Funders - ORCID Confirmed,Cancer,Diabetes,2,2,2
French Cancer Funders - ORCID Confirmed,Cancer,Diagnostic Radiology,5,16,14
French Cancer Funders - ORCID Confirmed,Cancer,Digestive Diseases,12,47,42
French Cancer Funders - ORCID Confirmed,Cancer,Drug Abuse (NIDA Only),1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Emerging Infectious Diseases,3,6,6
French Cancer Funders - ORCID Confirmed,Cancer,Estrogen,3,3,3
French Cancer Funders - ORCID Confirmed,Cancer,Gene Therapy,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Genetics,15,56,55
French Cancer Funders - ORCID Confirmed,Cancer,HIV/AIDS,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Health Services,2,2,1
French Cancer Funders - ORCID Confirmed,Cancer,Hematology,4,17,17
French Cancer Funders - ORCID Confirmed,Cancer,Hepatitis,3,3,3
French Cancer Funders - ORCID Confirmed,Cancer,Homelessness,2,2,1
French Cancer Funders - ORCID Confirmed,Cancer,Human Genome,2,4,4
French Cancer Funders - ORCID Confirmed,Cancer,Hydrocephalus,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Immunization,6,18,18
French Cancer Funders - ORCID Confirmed,Cancer,Infectious Diseases,6,9,9
French Cancer Funders - ORCID Confirmed,Cancer,Inflammatory Bowel Disease,1,2,2
French Cancer Funders - ORCID Confirmed,Cancer,Influenza,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Injury (total) Accidents/Adverse Effects,2,2,2
French Cancer Funders - ORCID Confirmed,Cancer,Intellectual and Developmental Disabilities (IDD),1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Kidney Disease,3,10,10
French Cancer Funders - ORCID Confirmed,Cancer,Liver Disease,4,6,3
French Cancer Funders - ORCID Confirmed,Cancer,Lung,7,13,11
French Cancer Funders - ORCID Confirmed,Cancer,Lung Cancer,6,17,16
French Cancer Funders - ORCID Confirmed,Cancer,Networking and Information Technology R&D,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Neuroblastoma,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Neurodegenerative,1,6,6
French Cancer Funders - ORCID Confirmed,Cancer,Neurosciences,8,16,15
French Cancer Funders - ORCID Confirmed,Cancer,Nutrition,1,3,3
French Cancer Funders - ORCID Confirmed,Cancer,Obesity,2,2,2
French Cancer Funders - ORCID Confirmed,Cancer,Organ Transplantation,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Orphan Drug,4,5,4
French Cancer Funders - ORCID Confirmed,Cancer,Ovarian Cancer,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Pain Conditions - Chronic,4,4,3
French Cancer Funders - ORCID Confirmed,Cancer,Pain Research,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Patient Safety,8,17,11
French Cancer Funders - ORCID Confirmed,Cancer,Pediatric,6,8,8
French Cancer Funders - ORCID Confirmed,Cancer,Pediatric Cancer,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Pneumonia & Influenza,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Prevention,14,40,33
French Cancer Funders - ORCID Confirmed,Cancer,Rare Diseases,15,85,74
French Cancer Funders - ORCID Confirmed,Cancer,Regenerative Medicine,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Septicemia,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Sexually Transmitted Diseases/Herpes,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Smoking and Health,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Stem Cell Research,4,5,5
French Cancer Funders - ORCID Confirmed,Cancer,Stem Cell Research - Embryonic - Non-Human,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Stem Cell Research - Nonembryonic - Human,3,5,5
French Cancer Funders - ORCID Confirmed,Cancer,Stem Cell Research - Nonembryonic - Non-Human,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Stroke,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Substance Abuse,2,2,2
French Cancer Funders - ORCID Confirmed,Cancer,Suicide,2,2,1
French Cancer Funders - ORCID Confirmed,Cancer,Tobacco,2,2,2
French Cancer Funders - ORCID Confirmed,Cancer,Transplantation,2,5,5
French Cancer Funders - ORCID Confirmed,Cancer,Urologic Diseases,2,5,5
French Cancer Funders - ORCID Confirmed,Cancer,Uterine Cancer,1,1,1
French Cancer Funders - ORCID Confirmed,Cancer,Vaccine Related,4,11,11
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,,10,197,172
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Aging,3,15,14
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Atherosclerosis,1,1,1
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Biodefense,3,3,2
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Bioengineering,1,2,2
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Biotechnology,6,12,11
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Brain Disorders,1,2,2
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Breast Cancer,4,6,5
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Cancer,8,123,104
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Cardiovascular,1,3,3
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Childhood Leukemia,5,9,8
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Chronic Liver Disease and Cirrhosis,3,3,2
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Clinical Research,5,23,17
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Clinical Trials and Supportive Activities,2,6,6
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Complementary and Alternative Medicine,1,4,4
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Contraception/Reproduction,1,1,1
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Cystic Fibrosis,1,1,1
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Diabetes,1,1,1
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Digestive Diseases,3,9,8
French Cancer Funders - ORCID Confirmed,Childhood Leukemia,Emerging Infectious Diseases,3,5,3
