funder_name,grnt_rcdc,pub_rcdc,nb_grnts,nb_obs,nb_pubs
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Heart Disease - Coronary Heart Disease,3,3,1
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Hematology,14,20,17
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Hepatitis,6,12,10
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Hepatitis - B,6,7,5
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Hepatitis - C,2,2,1
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Human Fetal Tissue,3,3,1
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Human Genome,11,22,16
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Hypertension,5,9,4
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Immunization,16,23,20
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Infant Mortality/ (LBW),2,2,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Infectious Diseases,19,29,27
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Inflammatory Bowel Disease,6,6,4
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Injury (total) Accidents/Adverse Effects,2,3,3
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Intellectual and Developmental Disabilities (IDD),2,2,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Kidney Disease,12,32,16
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Liver Cancer,22,30,21
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Liver Disease,33,96,53
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Lung,23,38,32
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Lung Cancer,4,4,3
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Lupus,4,4,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Lymphoma,2,3,3
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Mental Health,3,6,6
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Mind and Body,2,2,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Multiple Sclerosis,1,1,1
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Nanotechnology,3,3,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Networking and Information Technology R&D,5,10,4
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Neurodegenerative,1,2,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Neurofibromatosis,1,1,1
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Neurosciences,15,32,25
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Nutrition,18,82,45
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Obesity,8,28,14
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Organ Transplantation,5,7,5
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Orphan Drug,8,14,9
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Osteoporosis,2,2,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Ovarian Cancer,5,5,4
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Pain Conditions - Chronic,3,3,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Pancreatic Cancer,5,6,6
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Parkinson's Disease,4,4,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Patient Safety,7,8,7
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Pediatric,14,23,19
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Pediatric AIDS,1,1,1
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Pediatric Cancer,3,5,5
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Pediatric Research Initiative,3,3,1
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Perinatal Period - Conditions Originating in Perinatal Period,2,2,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Physical Rehabilitation,1,1,1
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Prevention,37,91,72
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Prostate Cancer,10,12,10
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Rare Diseases,67,242,182
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Regenerative Medicine,10,13,8
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Rehabilitation,1,1,1
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Rheumatoid Arthritis,2,2,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Sexually Transmitted Diseases/Herpes,3,5,3
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Sleep Research,1,1,1
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Smoking and Health,6,11,11
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Stem Cell Research,19,41,27
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Stem Cell Research - Embryonic - Non-Human,3,3,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Stem Cell Research - Induced Pluripotent Stem Cell,2,2,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Stem Cell Research - Nonembryonic - Human,5,11,5
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Stem Cell Research - Nonembryonic - Non-Human,4,9,9
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Stroke,1,1,1
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Substance Abuse,9,11,9
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Tobacco,2,2,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Transplantation,6,6,6
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Urologic Diseases,12,27,25
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Vaccine Related,21,38,29
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Vaccine related (AIDS),1,2,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Vector-Borne Diseases,2,2,2
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Violence Against Women,1,1,1
National Cancer Institute,Chronic Liver Disease and Cirrhosis,Violence Research,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,,10,269,213
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Aging,4,4,4
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Assistive Technology,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Asthma,2,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Autoimmune Disease,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Basic Behavioral and Social Science,2,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Behavioral and Social Science,1,3,3
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Bioengineering,2,4,4
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Biotechnology,5,8,7
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Brain Disorders,2,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Breast Cancer,2,3,3
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Cancer,7,69,65
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Cardiovascular,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,9,83,69
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Clinical Research,4,9,8
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Clinical Trials and Supportive Activities,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Dental/Oral and Craniofacial Disease,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Diabetes,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Diagnostic Radiology,2,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Digestive Diseases,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Emerging Infectious Diseases,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Emphysema,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Estrogen,2,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Fibromyalgia,1,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Foodborne Illness,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Genetic Testing,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Genetics,7,49,45
National Cancer Institute,Chronic Obstructive Pulmonary Disease,HIV/AIDS,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Human Genome,5,18,14
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Hypertension,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Infectious Diseases,2,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Kidney Disease,2,3,3
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Lung,8,75,72
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Lung Cancer,5,13,11
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Mental Health,1,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Mind and Body,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Nanotechnology,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Nutrition,2,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Obesity,2,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Ovarian Cancer,2,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Pediatric,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Perinatal Period - Conditions Originating in Perinatal Period,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Pneumonia,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Prevention,6,17,16
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Rare Diseases,5,11,10
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Regenerative Medicine,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Septicemia,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Smoking and Health,6,25,21
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Stem Cell Research - Embryonic - Non-Human,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Stem Cell Research - Nonembryonic - Non-Human,1,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Substance Abuse,2,2,2
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Tobacco,2,3,3
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Underage Drinking,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Uterine Cancer,1,1,1
National Cancer Institute,Chronic Obstructive Pulmonary Disease,Vector-Borne Diseases,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,,104,979,879
National Cancer Institute,Climate-Related Exposures and Conditions,Aging,13,20,19
National Cancer Institute,Climate-Related Exposures and Conditions,"Alcoholism, Alcohol Use and Health",3,8,8
National Cancer Institute,Climate-Related Exposures and Conditions,Alzheimer's Disease,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Arthritis,2,4,4
National Cancer Institute,Climate-Related Exposures and Conditions,Asthma,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Ataxia Telangiectasia,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Autoimmune Disease,11,17,15
National Cancer Institute,Climate-Related Exposures and Conditions,Basic Behavioral and Social Science,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Behavioral and Social Science,20,35,24
National Cancer Institute,Climate-Related Exposures and Conditions,Biodefense,6,6,5
National Cancer Institute,Climate-Related Exposures and Conditions,Bioengineering,13,19,18
National Cancer Institute,Climate-Related Exposures and Conditions,Biotechnology,24,44,37
National Cancer Institute,Climate-Related Exposures and Conditions,Brain Cancer,4,5,5
National Cancer Institute,Climate-Related Exposures and Conditions,Brain Disorders,23,28,23
National Cancer Institute,Climate-Related Exposures and Conditions,Breast Cancer,17,22,20
National Cancer Institute,Climate-Related Exposures and Conditions,Cancer,86,667,594
National Cancer Institute,Climate-Related Exposures and Conditions,Cannabinoid Research,2,2,1
National Cancer Institute,Climate-Related Exposures and Conditions,Cardiovascular,4,5,4
National Cancer Institute,Climate-Related Exposures and Conditions,Cervical Cancer,3,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Childhood Leukemia,3,5,5
National Cancer Institute,Climate-Related Exposures and Conditions,Chronic Liver Disease and Cirrhosis,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Climate-Related Exposures and Conditions,67,419,285
National Cancer Institute,Climate-Related Exposures and Conditions,Clinical Research,49,142,116
National Cancer Institute,Climate-Related Exposures and Conditions,Clinical Trials and Supportive Activities,18,32,24
National Cancer Institute,Climate-Related Exposures and Conditions,Colo-Rectal Cancer,5,7,6
National Cancer Institute,Climate-Related Exposures and Conditions,Comparative Effectiveness Research,3,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Complementary and Alternative Medicine,9,18,14
National Cancer Institute,Climate-Related Exposures and Conditions,Contraception/Reproduction,3,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Dementia,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Dental/Oral and Craniofacial Disease,7,8,8
National Cancer Institute,Climate-Related Exposures and Conditions,Depression,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Diabetes,10,13,13
National Cancer Institute,Climate-Related Exposures and Conditions,Diagnostic Radiology,6,10,10
National Cancer Institute,Climate-Related Exposures and Conditions,Digestive Diseases,17,45,44
National Cancer Institute,Climate-Related Exposures and Conditions,Eczema / Atopic Dermatitis,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Emerging Infectious Diseases,8,10,9
National Cancer Institute,Climate-Related Exposures and Conditions,Estrogen,2,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Eye Disease And Disorders Of Vision,5,5,4
National Cancer Institute,Climate-Related Exposures and Conditions,Foodborne Illness,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Genetic Testing,8,12,9
National Cancer Institute,Climate-Related Exposures and Conditions,Genetics,58,214,199
National Cancer Institute,Climate-Related Exposures and Conditions,HIV/AIDS,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,HPV and/or Cervical Cancer Vaccines,4,5,3
National Cancer Institute,Climate-Related Exposures and Conditions,Health Effects of Indoor Air Pollution,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Health Services,8,9,9
National Cancer Institute,Climate-Related Exposures and Conditions,Heart Disease,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Heart Disease - Coronary Heart Disease,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Hematology,9,18,17
National Cancer Institute,Climate-Related Exposures and Conditions,Hepatitis,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Human Genome,14,23,19
National Cancer Institute,Climate-Related Exposures and Conditions,Hypertension,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Immunization,10,25,21
National Cancer Institute,Climate-Related Exposures and Conditions,Infant Mortality/ (LBW),3,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Infectious Diseases,10,25,24
National Cancer Institute,Climate-Related Exposures and Conditions,Inflammatory Bowel Disease,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Injury (total) Accidents/Adverse Effects,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Kidney Disease,6,8,8
National Cancer Institute,Climate-Related Exposures and Conditions,Liver Cancer,1,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Liver Disease,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Lung,14,20,19
National Cancer Institute,Climate-Related Exposures and Conditions,Lung Cancer,5,6,6
National Cancer Institute,Climate-Related Exposures and Conditions,Lymphoma,5,13,12
National Cancer Institute,Climate-Related Exposures and Conditions,Macular Degeneration,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Mental Health,4,4,4
National Cancer Institute,Climate-Related Exposures and Conditions,Mind and Body,5,6,4
National Cancer Institute,Climate-Related Exposures and Conditions,Multiple Sclerosis,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Nanotechnology,6,6,5
National Cancer Institute,Climate-Related Exposures and Conditions,Networking and Information Technology R&D,5,5,2
National Cancer Institute,Climate-Related Exposures and Conditions,Neurodegenerative,4,4,4
National Cancer Institute,Climate-Related Exposures and Conditions,Neurosciences,10,13,12
National Cancer Institute,Climate-Related Exposures and Conditions,Nutrition,32,62,53
National Cancer Institute,Climate-Related Exposures and Conditions,Obesity,11,12,12
National Cancer Institute,Climate-Related Exposures and Conditions,Organ Transplantation,4,11,11
National Cancer Institute,Climate-Related Exposures and Conditions,Orphan Drug,9,9,9
National Cancer Institute,Climate-Related Exposures and Conditions,Osteoporosis,2,8,8
National Cancer Institute,Climate-Related Exposures and Conditions,Ovarian Cancer,2,6,6
National Cancer Institute,Climate-Related Exposures and Conditions,Pain Conditions - Chronic,3,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Pain Research,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Pancreatic Cancer,2,2,1
National Cancer Institute,Climate-Related Exposures and Conditions,Patient Safety,5,10,9
National Cancer Institute,Climate-Related Exposures and Conditions,Pediatric,33,52,43
National Cancer Institute,Climate-Related Exposures and Conditions,Pediatric Cancer,4,10,10
National Cancer Institute,Climate-Related Exposures and Conditions,Pediatric Research Initiative,3,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Perinatal Period - Conditions Originating in Perinatal Period,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Prevention,58,145,116
National Cancer Institute,Climate-Related Exposures and Conditions,Prostate Cancer,1,3,3
National Cancer Institute,Climate-Related Exposures and Conditions,Psoriasis,2,9,9
National Cancer Institute,Climate-Related Exposures and Conditions,Rare Diseases,42,107,102
National Cancer Institute,Climate-Related Exposures and Conditions,Regenerative Medicine,6,9,9
National Cancer Institute,Climate-Related Exposures and Conditions,Rehabilitation,2,4,4
National Cancer Institute,Climate-Related Exposures and Conditions,Rural Health,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Sleep Research,2,2,1
National Cancer Institute,Climate-Related Exposures and Conditions,Smoking and Health,10,20,13
National Cancer Institute,Climate-Related Exposures and Conditions,Stem Cell Research,18,40,37
National Cancer Institute,Climate-Related Exposures and Conditions,Stem Cell Research - Embryonic - Non-Human,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Stem Cell Research - Nonembryonic - Human,5,7,7
National Cancer Institute,Climate-Related Exposures and Conditions,Stem Cell Research - Nonembryonic - Non-Human,4,4,4
National Cancer Institute,Climate-Related Exposures and Conditions,Substance Abuse,11,15,12
National Cancer Institute,Climate-Related Exposures and Conditions,Tobacco,2,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Transplantation,4,13,13
National Cancer Institute,Climate-Related Exposures and Conditions,Tuberculosis,1,2,2
National Cancer Institute,Climate-Related Exposures and Conditions,Tuberous Sclerosis,1,1,1
National Cancer Institute,Climate-Related Exposures and Conditions,Underage Drinking,1,11,11
National Cancer Institute,Climate-Related Exposures and Conditions,Urologic Diseases,4,18,18
National Cancer Institute,Climate-Related Exposures and Conditions,Vaccine Related,10,17,16
National Cancer Institute,Climate-Related Exposures and Conditions,Vector-Borne Diseases,1,11,11
National Cancer Institute,Clinical Research,,4541,70196,44183
National Cancer Institute,Clinical Research,ALS,3,3,3
National Cancer Institute,Clinical Research,Acquired Cognitive Impairment,15,17,14
National Cancer Institute,Clinical Research,Acute Respiratory Distress Syndrome,5,5,4
National Cancer Institute,Clinical Research,Adolescent Sexual Activity,6,8,7
National Cancer Institute,Clinical Research,Agent Orange & Dioxin,4,5,5
National Cancer Institute,Clinical Research,Aging,700,1476,748
National Cancer Institute,Clinical Research,"Alcoholism, Alcohol Use and Health",64,82,50
National Cancer Institute,Clinical Research,Allergic Rhinitis (Hay Fever),1,1,1
National Cancer Institute,Clinical Research,Alzheimer's Disease,29,46,38
National Cancer Institute,Clinical Research,Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),18,21,16
National Cancer Institute,Clinical Research,American Indians / Alaska Natives,43,68,21
National Cancer Institute,Clinical Research,Anthrax,1,1,1
National Cancer Institute,Clinical Research,Antimicrobial Resistance,40,55,26
National Cancer Institute,Clinical Research,Arthritis,35,52,46
National Cancer Institute,Clinical Research,Assistive Technology,12,14,13
National Cancer Institute,Clinical Research,Asthma,33,40,27
National Cancer Institute,Clinical Research,Ataxia Telangiectasia,6,8,5
National Cancer Institute,Clinical Research,Atherosclerosis,43,56,45
National Cancer Institute,Clinical Research,Attention Deficit Disorder (ADD),5,5,5
National Cancer Institute,Clinical Research,Autism,2,2,2
National Cancer Institute,Clinical Research,Autoimmune Disease,127,208,165
National Cancer Institute,Clinical Research,Basic Behavioral and Social Science,162,222,145
National Cancer Institute,Clinical Research,Behavioral and Social Science,418,689,496
National Cancer Institute,Clinical Research,Biodefense,99,129,103
National Cancer Institute,Clinical Research,Bioengineering,752,3733,2626
National Cancer Institute,Clinical Research,Biotechnology,1216,3236,2077
National Cancer Institute,Clinical Research,Brain Cancer,142,245,158
National Cancer Institute,Clinical Research,Brain Disorders,558,1142,781
National Cancer Institute,Clinical Research,Breast Cancer,782,1830,995
National Cancer Institute,Clinical Research,Burden of Illness,11,11,3
National Cancer Institute,Clinical Research,Cancer,2930,19191,11273
National Cancer Institute,Clinical Research,Cannabinoid Research,2,4,4
National Cancer Institute,Clinical Research,Cardiovascular,223,365,274
National Cancer Institute,Clinical Research,Cervical Cancer,59,105,54
National Cancer Institute,Clinical Research,Child Abuse and Neglect Research,3,3,2
National Cancer Institute,Clinical Research,Childhood Leukemia,82,131,80
National Cancer Institute,Clinical Research,Chronic Fatigue Syndrome (ME/CFS),1,1,1
National Cancer Institute,Clinical Research,Chronic Liver Disease and Cirrhosis,68,83,66
National Cancer Institute,Clinical Research,Chronic Obstructive Pulmonary Disease,12,14,8
National Cancer Institute,Clinical Research,Climate-Related Exposures and Conditions,85,115,84
National Cancer Institute,Clinical Research,Clinical Research,3715,91246,48434
National Cancer Institute,Clinical Research,Colo-Rectal Cancer,364,631,295
National Cancer Institute,Clinical Research,Comparative Effectiveness Research,35,35,22
National Cancer Institute,Clinical Research,Complementary and Alternative Medicine,118,160,117
National Cancer Institute,Clinical Research,Conditions Affecting the Embryonic and Fetal Periods,10,10,5
National Cancer Institute,Clinical Research,Congenital Structural Anomalies,20,25,19
National Cancer Institute,Clinical Research,Contraception/Reproduction,109,128,74
National Cancer Institute,Clinical Research,Cooley's Anemia,5,6,3
National Cancer Institute,Clinical Research,Cost Effectiveness Research,12,16,7
National Cancer Institute,Clinical Research,Crohn's Disease,3,3,2
National Cancer Institute,Clinical Research,Cystic Fibrosis,2,3,3
National Cancer Institute,Clinical Research,Dementia,45,81,63
National Cancer Institute,Clinical Research,Dental/Oral and Craniofacial Disease,204,373,257
National Cancer Institute,Clinical Research,Depression,46,60,43
National Cancer Institute,Clinical Research,Diabetes,217,356,224
National Cancer Institute,Clinical Research,Diagnostic Radiology,480,1992,1390
National Cancer Institute,Clinical Research,Digestive Diseases,781,1786,1056
National Cancer Institute,Clinical Research,Digestive Diseases - (Gallbladder),5,5,1
National Cancer Institute,Clinical Research,Digestive Diseases - (Peptic Ulcer),12,18,14
National Cancer Institute,Clinical Research,Down Syndrome,3,3,2
National Cancer Institute,Clinical Research,Drug Abuse (NIDA Only),65,98,75
National Cancer Institute,Clinical Research,Duchenne/ Becker Muscular Dystrophy,2,2,2
National Cancer Institute,Clinical Research,Dystonia,1,1,1
National Cancer Institute,Clinical Research,Eczema / Atopic Dermatitis,9,9,2
National Cancer Institute,Clinical Research,Emergency Care,1,1,1
National Cancer Institute,Clinical Research,Emerging Infectious Diseases,167,260,215
National Cancer Institute,Clinical Research,Emphysema,6,8,5
National Cancer Institute,Clinical Research,Endometriosis,5,5,5
National Cancer Institute,Clinical Research,Epilepsy,8,10,9
National Cancer Institute,Clinical Research,Estrogen,144,186,96
National Cancer Institute,Clinical Research,Eye Disease And Disorders Of Vision,66,79,63
National Cancer Institute,Clinical Research,Fetal Alcohol Syndrome,2,2,2
National Cancer Institute,Clinical Research,Fibroid Tumors (Uterine),4,4,3
National Cancer Institute,Clinical Research,Fibromyalgia,3,4,4
National Cancer Institute,Clinical Research,Food Allergies,5,5,2
National Cancer Institute,Clinical Research,Foodborne Illness,21,38,27
National Cancer Institute,Clinical Research,Fragile X Syndrome,1,1,1
National Cancer Institute,Clinical Research,Gene Therapy,32,40,26
National Cancer Institute,Clinical Research,Genetic Testing,146,192,87
National Cancer Institute,Clinical Research,Genetics,1681,7835,4100
National Cancer Institute,Clinical Research,HIV/AIDS,206,335,224
National Cancer Institute,Clinical Research,HPV and/or Cervical Cancer Vaccines,7,9,9
National Cancer Institute,Clinical Research,Headaches,2,4,2
National Cancer Institute,Clinical Research,Health Effects of Indoor Air Pollution,10,11,7
National Cancer Institute,Clinical Research,Heart Disease,184,320,238
National Cancer Institute,Clinical Research,Heart Disease - Coronary Heart Disease,56,93,69
National Cancer Institute,Clinical Research,Hematology,429,775,467
National Cancer Institute,Clinical Research,Hepatitis,66,136,111
National Cancer Institute,Clinical Research,Hepatitis - B,12,15,11
National Cancer Institute,Clinical Research,Hepatitis - C,18,22,17
National Cancer Institute,Clinical Research,Hodgkin's Disease,4,4,4
National Cancer Institute,Clinical Research,Human Fetal Tissue,8,9,6
National Cancer Institute,Clinical Research,Human Genome,559,1325,660
National Cancer Institute,Clinical Research,Huntington's Disease,3,3,2
National Cancer Institute,Clinical Research,Hypertension,31,38,26
National Cancer Institute,Clinical Research,Immunization,291,609,326
National Cancer Institute,Clinical Research,Infant Mortality/ (LBW),17,19,18
National Cancer Institute,Clinical Research,Infectious Diseases,351,673,454
National Cancer Institute,Clinical Research,Infertility,16,16,10
National Cancer Institute,Clinical Research,Inflammatory Bowel Disease,33,39,31
National Cancer Institute,Clinical Research,Influenza,8,9,8
National Cancer Institute,Clinical Research,Injury (total) Accidents/Adverse Effects,83,100,73
National Cancer Institute,Clinical Research,Injury - Trauma - (Head and Spine),3,3,3
National Cancer Institute,Clinical Research,Injury - Traumatic brain injury,4,4,4
National Cancer Institute,Clinical Research,Injury - Unintentional Childhood Injury,1,1,1
National Cancer Institute,Clinical Research,Intellectual and Developmental Disabilities (IDD),24,29,22
National Cancer Institute,Clinical Research,Interstitial Cystitis,1,1,1
National Cancer Institute,Clinical Research,Kidney Disease,201,352,225
National Cancer Institute,Clinical Research,Lead Poisoning,1,2,1
National Cancer Institute,Clinical Research,Liver Cancer,34,48,36
National Cancer Institute,Clinical Research,Liver Disease,173,247,179
National Cancer Institute,Clinical Research,Lung,628,1453,896
National Cancer Institute,Clinical Research,Lung Cancer,256,452,270
National Cancer Institute,Clinical Research,Lupus,7,16,15
National Cancer Institute,Clinical Research,Lyme Disease,1,1,1
National Cancer Institute,Clinical Research,Lymphoma,178,315,158
National Cancer Institute,Clinical Research,Macular Degeneration,10,10,6
National Cancer Institute,Clinical Research,Malaria,14,17,13
National Cancer Institute,Clinical Research,Mental Health,210,305,242
National Cancer Institute,Clinical Research,Methamphetamine,1,1,1
National Cancer Institute,Clinical Research,Migraines,2,4,2
National Cancer Institute,Clinical Research,Mind and Body,76,83,57
National Cancer Institute,Clinical Research,Mucopolysaccharidoses (MPS),1,1,1
National Cancer Institute,Clinical Research,Multiple Sclerosis,9,9,6
National Cancer Institute,Clinical Research,Muscular Dystrophy,3,3,2
National Cancer Institute,Clinical Research,Nanotechnology,150,446,325
