funder_name,grnt_rcdc,pub_rcdc,nb_grnts,nb_obs,nb_pubs
French Cancer Funders,Biotechnology,Prevention,16,28,25
French Cancer Funders,Biotechnology,Prostate Cancer,2,2,1
French Cancer Funders,Biotechnology,Rare Diseases,21,49,41
French Cancer Funders,Biotechnology,Regenerative Medicine,6,7,6
French Cancer Funders,Biotechnology,Schizophrenia,1,1,1
French Cancer Funders,Biotechnology,Stem Cell Research,5,6,6
French Cancer Funders,Biotechnology,Stem Cell Research - Nonembryonic - Human,1,2,2
French Cancer Funders,Biotechnology,Stem Cell Research - Nonembryonic - Non-Human,5,6,5
French Cancer Funders,Biotechnology,Substance Abuse,2,3,3
French Cancer Funders,Biotechnology,Transplantation,1,11,11
French Cancer Funders,Biotechnology,Tuberculosis,1,1,1
French Cancer Funders,Biotechnology,Urologic Diseases,4,7,7
French Cancer Funders,Biotechnology,Vaccine Related,5,15,14
French Cancer Funders,Brain Disorders,,7,196,196
French Cancer Funders,Brain Disorders,Aging,2,5,5
French Cancer Funders,Brain Disorders,Biotechnology,2,3,3
French Cancer Funders,Brain Disorders,Brain Disorders,5,72,72
French Cancer Funders,Brain Disorders,Breast Cancer,1,5,5
French Cancer Funders,Brain Disorders,Cancer,6,65,65
French Cancer Funders,Brain Disorders,Clinical Research,5,43,43
French Cancer Funders,Brain Disorders,Clinical Trials and Supportive Activities,1,13,13
French Cancer Funders,Brain Disorders,Comparative Effectiveness Research,1,1,1
French Cancer Funders,Brain Disorders,Dental/Oral and Craniofacial Disease,1,1,1
French Cancer Funders,Brain Disorders,Diagnostic Radiology,2,5,5
French Cancer Funders,Brain Disorders,Digestive Diseases,1,21,21
French Cancer Funders,Brain Disorders,Emerging Infectious Diseases,2,2,2
French Cancer Funders,Brain Disorders,Genetic Testing,1,1,1
French Cancer Funders,Brain Disorders,Genetics,2,6,6
French Cancer Funders,Brain Disorders,Health Services,1,1,1
French Cancer Funders,Brain Disorders,Hematology,2,4,4
French Cancer Funders,Brain Disorders,Human Genome,2,2,2
French Cancer Funders,Brain Disorders,Immunization,2,5,5
French Cancer Funders,Brain Disorders,Injury - Trauma - (Head and Spine),1,1,1
French Cancer Funders,Brain Disorders,Lymphoma,1,1,1
French Cancer Funders,Brain Disorders,Mental Health,1,1,1
French Cancer Funders,Brain Disorders,Neuroblastoma,1,1,1
French Cancer Funders,Brain Disorders,Neurodegenerative,1,1,1
French Cancer Funders,Brain Disorders,Neurosciences,2,2,2
French Cancer Funders,Brain Disorders,Nutrition,1,1,1
French Cancer Funders,Brain Disorders,Orphan Drug,1,1,1
French Cancer Funders,Brain Disorders,Osteoporosis,1,1,1
French Cancer Funders,Brain Disorders,Pain Conditions - Chronic,1,1,1
French Cancer Funders,Brain Disorders,Pain Research,2,4,4
French Cancer Funders,Brain Disorders,Patient Safety,1,3,3
French Cancer Funders,Brain Disorders,Pediatric,3,5,5
French Cancer Funders,Brain Disorders,Pediatric Cancer,2,3,3
French Cancer Funders,Brain Disorders,Physical Rehabilitation,1,1,1
French Cancer Funders,Brain Disorders,Prevention,3,3,3
French Cancer Funders,Brain Disorders,Rare Diseases,7,39,39
French Cancer Funders,Brain Disorders,Regenerative Medicine,1,1,1
French Cancer Funders,Brain Disorders,Stem Cell Research - Nonembryonic - Human,2,2,2
French Cancer Funders,Brain Disorders,Stem Cell Research - Nonembryonic - Non-Human,1,1,1
French Cancer Funders,Brain Disorders,Urologic Diseases,1,1,1
French Cancer Funders,Brain Disorders,Vaccine Related,1,2,2
French Cancer Funders,Breast Cancer,,7,318,262
French Cancer Funders,Breast Cancer,Aging,2,2,2
French Cancer Funders,Breast Cancer,Bioengineering,1,2,1
French Cancer Funders,Breast Cancer,Biotechnology,3,7,4
French Cancer Funders,Breast Cancer,Brain Cancer,1,2,2
French Cancer Funders,Breast Cancer,Brain Disorders,2,2,2
French Cancer Funders,Breast Cancer,Breast Cancer,7,220,170
French Cancer Funders,Breast Cancer,Cancer,7,93,72
French Cancer Funders,Breast Cancer,Cardiovascular,1,2,1
French Cancer Funders,Breast Cancer,Cervical Cancer,2,2,1
French Cancer Funders,Breast Cancer,Clinical Research,7,27,25
French Cancer Funders,Breast Cancer,Clinical Trials and Supportive Activities,4,4,4
French Cancer Funders,Breast Cancer,Colo-Rectal Cancer,1,1,1
French Cancer Funders,Breast Cancer,Contraception/Reproduction,1,1,1
French Cancer Funders,Breast Cancer,Diagnostic Radiology,3,5,5
French Cancer Funders,Breast Cancer,Digestive Diseases,3,6,5
French Cancer Funders,Breast Cancer,Genetics,2,8,7
French Cancer Funders,Breast Cancer,Heart Disease,1,1,1
French Cancer Funders,Breast Cancer,Hematology,2,2,2
French Cancer Funders,Breast Cancer,Injury (total) Accidents/Adverse Effects,1,1,1
French Cancer Funders,Breast Cancer,Lung,1,1,1
French Cancer Funders,Breast Cancer,Lung Cancer,3,4,4
French Cancer Funders,Breast Cancer,Neurosciences,1,1,1
French Cancer Funders,Breast Cancer,Ovarian Cancer,1,1,1
French Cancer Funders,Breast Cancer,Pain Research,3,3,3
French Cancer Funders,Breast Cancer,Patient Safety,4,7,7
French Cancer Funders,Breast Cancer,Pediatric,3,9,7
French Cancer Funders,Breast Cancer,Pediatric Cancer,1,1,1
French Cancer Funders,Breast Cancer,Prevention,4,12,9
French Cancer Funders,Breast Cancer,Rare Diseases,6,20,17
French Cancer Funders,Breast Cancer,Rehabilitation,1,1,1
French Cancer Funders,Breast Cancer,Substance Abuse,1,1,1
French Cancer Funders,Breast Cancer,Urologic Diseases,5,7,6
French Cancer Funders,Breast Cancer,Vector-Borne Diseases,1,1,1
French Cancer Funders,Cancer,,142,3361,2718
French Cancer Funders,Cancer,Acquired Cognitive Impairment,1,1,1
French Cancer Funders,Cancer,Aging,11,16,15
French Cancer Funders,Cancer,"Alcoholism, Alcohol Use and Health",1,1,1
French Cancer Funders,Cancer,Antimicrobial Resistance,2,2,2
French Cancer Funders,Cancer,Arthritis,8,8,6
French Cancer Funders,Cancer,Assistive Technology,1,1,1
French Cancer Funders,Cancer,Asthma,3,7,5
French Cancer Funders,Cancer,Atherosclerosis,1,1,1
French Cancer Funders,Cancer,Autoimmune Disease,12,17,15
French Cancer Funders,Cancer,Behavioral and Social Science,4,5,5
French Cancer Funders,Cancer,Biodefense,4,5,5
French Cancer Funders,Cancer,Bioengineering,16,31,30
French Cancer Funders,Cancer,Biotechnology,20,34,31
French Cancer Funders,Cancer,Brain Disorders,10,12,10
French Cancer Funders,Cancer,Cancer,124,3365,2615
French Cancer Funders,Cancer,Cardiovascular,12,20,16
French Cancer Funders,Cancer,Chronic Liver Disease and Cirrhosis,5,8,7
French Cancer Funders,Cancer,Chronic Obstructive Pulmonary Disease,1,1,1
French Cancer Funders,Cancer,Climate-Related Exposures and Conditions,2,4,4
French Cancer Funders,Cancer,Clinical Research,53,159,133
French Cancer Funders,Cancer,Clinical Trials and Supportive Activities,13,21,18
French Cancer Funders,Cancer,Comparative Effectiveness Research,3,3,3
French Cancer Funders,Cancer,Complementary and Alternative Medicine,7,8,7
French Cancer Funders,Cancer,Congenital Structural Anomalies,1,1,1
French Cancer Funders,Cancer,Contraception/Reproduction,2,2,2
French Cancer Funders,Cancer,Cost Effectiveness Research,1,1,1
French Cancer Funders,Cancer,Crohn's Disease,2,2,1
French Cancer Funders,Cancer,Dental/Oral and Craniofacial Disease,9,24,22
French Cancer Funders,Cancer,Depression,3,4,2
French Cancer Funders,Cancer,Diabetes,3,9,9
French Cancer Funders,Cancer,Diagnostic Radiology,12,28,28
French Cancer Funders,Cancer,Digestive Diseases,12,39,36
French Cancer Funders,Cancer,Drug Abuse (NIDA Only),2,2,2
French Cancer Funders,Cancer,Emerging Infectious Diseases,10,14,12
French Cancer Funders,Cancer,Estrogen,2,5,5
French Cancer Funders,Cancer,Eye Disease And Disorders Of Vision,3,4,2
French Cancer Funders,Cancer,Facioscapulohumeral Muscular Dystrophy,1,1,1
French Cancer Funders,Cancer,Gene Therapy,2,2,2
French Cancer Funders,Cancer,Genetic Testing,1,1,1
French Cancer Funders,Cancer,Genetics,40,88,78
French Cancer Funders,Cancer,HIV/AIDS,3,6,6
French Cancer Funders,Cancer,Health Services,2,3,3
French Cancer Funders,Cancer,Heart Disease,2,5,5
French Cancer Funders,Cancer,Heart Disease - Coronary Heart Disease,2,2,1
French Cancer Funders,Cancer,Hematology,9,18,16
French Cancer Funders,Cancer,Hepatitis,3,6,6
French Cancer Funders,Cancer,Human Fetal Tissue,1,1,1
French Cancer Funders,Cancer,Human Genome,5,6,6
French Cancer Funders,Cancer,Hypertension,3,3,3
French Cancer Funders,Cancer,Immunization,10,11,8
French Cancer Funders,Cancer,Infectious Diseases,15,31,26
French Cancer Funders,Cancer,Infertility,1,1,1
French Cancer Funders,Cancer,Inflammatory Bowel Disease,3,3,2
French Cancer Funders,Cancer,Kidney Disease,9,13,10
French Cancer Funders,Cancer,Liver Disease,1,1,1
French Cancer Funders,Cancer,Lung,8,9,8
French Cancer Funders,Cancer,Lupus,2,2,2
French Cancer Funders,Cancer,Mental Health,4,6,6
French Cancer Funders,Cancer,Muscular Dystrophy,2,2,1
French Cancer Funders,Cancer,Nanotechnology,1,1,1
French Cancer Funders,Cancer,Networking and Information Technology R&D,2,4,4
French Cancer Funders,Cancer,Neurodegenerative,5,5,5
French Cancer Funders,Cancer,Neurosciences,14,30,29
French Cancer Funders,Cancer,Nutrition,8,11,11
French Cancer Funders,Cancer,Obesity,7,11,9
French Cancer Funders,Cancer,Organ Transplantation,3,3,2
French Cancer Funders,Cancer,Orphan Drug,2,2,2
French Cancer Funders,Cancer,Osteoporosis,2,2,2
French Cancer Funders,Cancer,Pain Conditions - Chronic,2,2,2
French Cancer Funders,Cancer,Pain Research,2,2,2
French Cancer Funders,Cancer,Parkinson's Disease,1,1,1
French Cancer Funders,Cancer,Patient Safety,15,18,17
French Cancer Funders,Cancer,Pediatric,16,23,23
French Cancer Funders,Cancer,Pediatric Research Initiative,2,3,3
French Cancer Funders,Cancer,Pneumonia & Influenza,1,1,1
French Cancer Funders,Cancer,Prevention,21,39,35
French Cancer Funders,Cancer,Rare Diseases,28,50,45
French Cancer Funders,Cancer,Regenerative Medicine,5,6,6
French Cancer Funders,Cancer,Rehabilitation,2,2,2
French Cancer Funders,Cancer,Rheumatoid Arthritis,4,4,2
French Cancer Funders,Cancer,Smoking and Health,1,1,1
French Cancer Funders,Cancer,Stem Cell Research,10,14,13
French Cancer Funders,Cancer,Stem Cell Research - Nonembryonic - Human,5,6,5
French Cancer Funders,Cancer,Stem Cell Research - Nonembryonic - Non-Human,3,3,3
French Cancer Funders,Cancer,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,1,1,1
French Cancer Funders,Cancer,Stroke,1,1,1
French Cancer Funders,Cancer,Substance Abuse,2,2,2
French Cancer Funders,Cancer,Transplantation,7,22,15
French Cancer Funders,Cancer,Urologic Diseases,6,7,3
French Cancer Funders,Cancer,Vaccine Related,7,12,9
French Cancer Funders,Cancer,Vector-Borne Diseases,1,2,2
French Cancer Funders,Cervical Cancer,,1,24,24
French Cancer Funders,Cervical Cancer,Breast Cancer,1,1,1
French Cancer Funders,Cervical Cancer,Cancer,1,5,5
French Cancer Funders,Cervical Cancer,Clinical Research,1,8,8
French Cancer Funders,Cervical Cancer,Digestive Diseases,1,1,1
French Cancer Funders,Cervical Cancer,Genetics,1,1,1
French Cancer Funders,Cervical Cancer,Hematology,1,1,1
French Cancer Funders,Cervical Cancer,Obesity,1,1,1
French Cancer Funders,Cervical Cancer,Ovarian Cancer,1,1,1
French Cancer Funders,Cervical Cancer,Pain Conditions - Chronic,1,2,2
French Cancer Funders,Cervical Cancer,Patient Safety,1,5,5
French Cancer Funders,Cervical Cancer,Pediatric,1,2,2
French Cancer Funders,Cervical Cancer,Perinatal - Birth - Preterm (LBW),1,1,1
French Cancer Funders,Cervical Cancer,Rare Diseases,1,1,1
French Cancer Funders,Childhood Leukemia,,26,372,307
French Cancer Funders,Childhood Leukemia,Acquired Cognitive Impairment,1,1,1
French Cancer Funders,Childhood Leukemia,Aging,2,2,2
French Cancer Funders,Childhood Leukemia,Antimicrobial Resistance,1,1,1
French Cancer Funders,Childhood Leukemia,Assistive Technology,1,1,1
French Cancer Funders,Childhood Leukemia,Autoimmune Disease,2,4,4
French Cancer Funders,Childhood Leukemia,Behavioral and Social Science,3,16,11
French Cancer Funders,Childhood Leukemia,Bioengineering,2,9,9
French Cancer Funders,Childhood Leukemia,Biotechnology,7,10,7
French Cancer Funders,Childhood Leukemia,Brain Cancer,2,2,2
French Cancer Funders,Childhood Leukemia,Brain Disorders,7,14,12
French Cancer Funders,Childhood Leukemia,Breast Cancer,1,1,1
French Cancer Funders,Childhood Leukemia,Cancer,19,57,47
French Cancer Funders,Childhood Leukemia,Cardiovascular,3,4,3
French Cancer Funders,Childhood Leukemia,Childhood Leukemia,18,232,151
French Cancer Funders,Childhood Leukemia,Climate-Related Exposures and Conditions,2,2,2
French Cancer Funders,Childhood Leukemia,Clinical Research,18,77,64
French Cancer Funders,Childhood Leukemia,Clinical Trials and Supportive Activities,7,14,11
French Cancer Funders,Childhood Leukemia,Comparative Effectiveness Research,4,4,3
French Cancer Funders,Childhood Leukemia,Complementary and Alternative Medicine,2,3,3
French Cancer Funders,Childhood Leukemia,Cooley's Anemia,2,2,1
French Cancer Funders,Childhood Leukemia,Dental/Oral and Craniofacial Disease,3,4,4
French Cancer Funders,Childhood Leukemia,Depression,2,4,2
French Cancer Funders,Childhood Leukemia,Diagnostic Radiology,2,2,2
French Cancer Funders,Childhood Leukemia,Digestive Diseases,6,7,6
French Cancer Funders,Childhood Leukemia,Emerging Infectious Diseases,3,3,3
French Cancer Funders,Childhood Leukemia,Genetic Testing,1,1,1
French Cancer Funders,Childhood Leukemia,Genetics,16,43,31
French Cancer Funders,Childhood Leukemia,HIV/AIDS,3,3,2
French Cancer Funders,Childhood Leukemia,Health Services,1,1,1
French Cancer Funders,Childhood Leukemia,Heart Disease,1,1,1
French Cancer Funders,Childhood Leukemia,Hematology,16,41,34
French Cancer Funders,Childhood Leukemia,Human Genome,6,6,5
French Cancer Funders,Childhood Leukemia,Immunization,1,2,2
French Cancer Funders,Childhood Leukemia,Infant Mortality/ (LBW),2,2,2
French Cancer Funders,Childhood Leukemia,Infectious Diseases,2,2,2
French Cancer Funders,Childhood Leukemia,Injury (total) Accidents/Adverse Effects,1,1,1
French Cancer Funders,Childhood Leukemia,Intellectual and Developmental Disabilities (IDD),1,1,1
French Cancer Funders,Childhood Leukemia,Kidney Disease,1,1,1
French Cancer Funders,Childhood Leukemia,Liver Disease,1,1,1
French Cancer Funders,Childhood Leukemia,Lung,4,5,3
French Cancer Funders,Childhood Leukemia,Lymphoma,7,9,8
French Cancer Funders,Childhood Leukemia,Mental Health,3,24,20
French Cancer Funders,Childhood Leukemia,Mind and Body,1,2,2
French Cancer Funders,Childhood Leukemia,Multiple Sclerosis,2,7,4
French Cancer Funders,Childhood Leukemia,Neurodegenerative,2,3,3
French Cancer Funders,Childhood Leukemia,Neurosciences,8,14,10
French Cancer Funders,Childhood Leukemia,Nutrition,1,1,1
French Cancer Funders,Childhood Leukemia,Organ Transplantation,1,1,1
French Cancer Funders,Childhood Leukemia,Orphan Drug,5,7,4
French Cancer Funders,Childhood Leukemia,Pain Conditions - Chronic,1,1,1
French Cancer Funders,Childhood Leukemia,Pain Research,1,1,1
French Cancer Funders,Childhood Leukemia,Patient Safety,3,4,4
French Cancer Funders,Childhood Leukemia,Pediatric,10,33,26
French Cancer Funders,Childhood Leukemia,Pediatric Cancer,6,7,7
French Cancer Funders,Childhood Leukemia,Pediatric Research Initiative,4,4,3
French Cancer Funders,Childhood Leukemia,Perinatal - Birth - Preterm (LBW),1,1,1
French Cancer Funders,Childhood Leukemia,Perinatal Period - Conditions Originating in Perinatal Period,3,3,3
French Cancer Funders,Childhood Leukemia,Peripheral Neuropathy,1,1,1
French Cancer Funders,Childhood Leukemia,Pneumonia,2,2,2
French Cancer Funders,Childhood Leukemia,Prevention,9,10,8
French Cancer Funders,Childhood Leukemia,Rare Diseases,23,73,53
French Cancer Funders,Childhood Leukemia,Regenerative Medicine,4,8,6
French Cancer Funders,Childhood Leukemia,Schizophrenia,2,6,6
French Cancer Funders,Childhood Leukemia,Serious Mental Illness,1,1,1
French Cancer Funders,Childhood Leukemia,Stem Cell Research,10,17,14
French Cancer Funders,Childhood Leukemia,Stem Cell Research - Nonembryonic - Human,6,10,8
French Cancer Funders,Childhood Leukemia,Stem Cell Research - Nonembryonic - Non-Human,4,5,5
French Cancer Funders,Childhood Leukemia,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,2,2,1
French Cancer Funders,Childhood Leukemia,Substance Abuse,1,1,1
French Cancer Funders,Childhood Leukemia,Transplantation,10,18,15
French Cancer Funders,Childhood Leukemia,Urologic Diseases,2,4,4
French Cancer Funders,Childhood Leukemia,Vaccine Related,4,7,6
French Cancer Funders,Climate-Related Exposures and Conditions,,3,147,147
French Cancer Funders,Climate-Related Exposures and Conditions,Agent Orange & Dioxin,1,2,2
French Cancer Funders,Climate-Related Exposures and Conditions,Aging,3,7,7
French Cancer Funders,Climate-Related Exposures and Conditions,"Alcoholism, Alcohol Use and Health",1,5,5
French Cancer Funders,Climate-Related Exposures and Conditions,Asthma,1,3,3
French Cancer Funders,Climate-Related Exposures and Conditions,Behavioral and Social Science,1,2,2
French Cancer Funders,Climate-Related Exposures and Conditions,Biotechnology,1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Brain Disorders,2,3,3
French Cancer Funders,Climate-Related Exposures and Conditions,Breast Cancer,2,5,5
French Cancer Funders,Climate-Related Exposures and Conditions,Cancer,3,69,69
French Cancer Funders,Climate-Related Exposures and Conditions,Cardiovascular,2,3,3
French Cancer Funders,Climate-Related Exposures and Conditions,Cervical Cancer,1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Climate-Related Exposures and Conditions,3,24,24
French Cancer Funders,Climate-Related Exposures and Conditions,Clinical Research,3,42,42
French Cancer Funders,Climate-Related Exposures and Conditions,Clinical Trials and Supportive Activities,1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Colo-Rectal Cancer,2,2,2
French Cancer Funders,Climate-Related Exposures and Conditions,Complementary and Alternative Medicine,1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Contraception/Reproduction,1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Crohn's Disease,1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Dental/Oral and Craniofacial Disease,1,6,6
French Cancer Funders,Climate-Related Exposures and Conditions,Depression,1,2,2
French Cancer Funders,Climate-Related Exposures and Conditions,Diabetes,2,8,8
French Cancer Funders,Climate-Related Exposures and Conditions,Diagnostic Radiology,1,2,2
French Cancer Funders,Climate-Related Exposures and Conditions,Digestive Diseases,2,23,23
French Cancer Funders,Climate-Related Exposures and Conditions,Digestive Diseases - (Peptic Ulcer),1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Emerging Infectious Diseases,1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Estrogen,2,4,4
French Cancer Funders,Climate-Related Exposures and Conditions,Genetic Testing,1,2,2
French Cancer Funders,Climate-Related Exposures and Conditions,Genetics,3,16,16
French Cancer Funders,Climate-Related Exposures and Conditions,Heart Disease,1,4,4
French Cancer Funders,Climate-Related Exposures and Conditions,Hematology,2,7,7
French Cancer Funders,Climate-Related Exposures and Conditions,Human Genome,1,5,5
French Cancer Funders,Climate-Related Exposures and Conditions,Infectious Diseases,1,5,5
French Cancer Funders,Climate-Related Exposures and Conditions,Kidney Disease,1,3,3
French Cancer Funders,Climate-Related Exposures and Conditions,Liver Disease,1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Lung,2,6,6
French Cancer Funders,Climate-Related Exposures and Conditions,Lung Cancer,1,6,6
French Cancer Funders,Climate-Related Exposures and Conditions,Lymphoma,1,2,2
French Cancer Funders,Climate-Related Exposures and Conditions,Mental Health,1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Neurosciences,1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Nutrition,2,6,6
French Cancer Funders,Climate-Related Exposures and Conditions,Obesity,2,3,3
French Cancer Funders,Climate-Related Exposures and Conditions,Pancreatic Cancer,1,2,2
French Cancer Funders,Climate-Related Exposures and Conditions,Patient Safety,2,4,4
French Cancer Funders,Climate-Related Exposures and Conditions,Pediatric,2,3,3
French Cancer Funders,Climate-Related Exposures and Conditions,Pediatric Cancer,1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Prevention,3,34,34
French Cancer Funders,Climate-Related Exposures and Conditions,Rare Diseases,2,17,17
French Cancer Funders,Climate-Related Exposures and Conditions,Rehabilitation,1,1,1
French Cancer Funders,Climate-Related Exposures and Conditions,Smoking and Health,1,13,13
French Cancer Funders,Climate-Related Exposures and Conditions,Substance Abuse,2,4,4
French Cancer Funders,Climate-Related Exposures and Conditions,Tobacco,2,9,9
French Cancer Funders,Climate-Related Exposures and Conditions,Vaccine Related,1,1,1
French Cancer Funders,Clinical Research,,10,375,328
French Cancer Funders,Clinical Research,Aging,4,4,3
French Cancer Funders,Clinical Research,Bioengineering,1,1,1
French Cancer Funders,Clinical Research,Brain Disorders,2,2,2
French Cancer Funders,Clinical Research,Breast Cancer,4,19,16
French Cancer Funders,Clinical Research,Cancer,7,69,55
French Cancer Funders,Clinical Research,Cardiovascular,1,1,1
French Cancer Funders,Clinical Research,Clinical Research,9,206,173
French Cancer Funders,Clinical Research,Contraception/Reproduction,1,1,1
French Cancer Funders,Clinical Research,Dental/Oral and Craniofacial Disease,2,3,3
French Cancer Funders,Clinical Research,Diagnostic Radiology,3,8,5
French Cancer Funders,Clinical Research,Digestive Diseases,1,2,2
French Cancer Funders,Clinical Research,Estrogen,2,2,1
French Cancer Funders,Clinical Research,Genetics,3,3,3
French Cancer Funders,Clinical Research,Heart Disease,1,1,1
French Cancer Funders,Clinical Research,Liver Disease,1,1,1
French Cancer Funders,Clinical Research,Lung,1,1,1
French Cancer Funders,Clinical Research,Lung Cancer,1,1,1
French Cancer Funders,Clinical Research,Neurodegenerative,1,1,1
French Cancer Funders,Clinical Research,Neurosciences,1,2,2
French Cancer Funders,Clinical Research,Organ Transplantation,1,1,1
French Cancer Funders,Clinical Research,Orphan Drug,1,1,1
French Cancer Funders,Clinical Research,Patient Safety,2,2,2
French Cancer Funders,Clinical Research,Pediatric,1,1,1
French Cancer Funders,Clinical Research,Prevention,1,1,1
French Cancer Funders,Clinical Research,Prostate Cancer,1,1,1
French Cancer Funders,Clinical Research,Rare Diseases,1,3,3
French Cancer Funders,Clinical Research,Sexually Transmitted Diseases/Herpes,1,1,1
French Cancer Funders,Clinical Research,Sickle Cell Disease,1,1,1
French Cancer Funders,Clinical Research,Stem Cell Research,1,1,1
French Cancer Funders,Clinical Research,Transplantation,1,2,2
French Cancer Funders,Clinical Research,Urologic Diseases,2,9,9
French Cancer Funders,Clinical Trials and Supportive Activities,,3,58,58
French Cancer Funders,Clinical Trials and Supportive Activities,Aging,3,4,4
French Cancer Funders,Clinical Trials and Supportive Activities,Behavioral and Social Science,1,1,1
French Cancer Funders,Clinical Trials and Supportive Activities,Breast Cancer,1,5,5
French Cancer Funders,Clinical Trials and Supportive Activities,Cancer,3,24,24
French Cancer Funders,Clinical Trials and Supportive Activities,Clinical Research,2,8,8
French Cancer Funders,Clinical Trials and Supportive Activities,Clinical Trials and Supportive Activities,3,25,25
French Cancer Funders,Clinical Trials and Supportive Activities,Diagnostic Radiology,2,2,2
French Cancer Funders,Clinical Trials and Supportive Activities,Genetics,1,2,2
French Cancer Funders,Clinical Trials and Supportive Activities,Health Services,1,1,1
French Cancer Funders,Clinical Trials and Supportive Activities,Immunization,1,1,1
French Cancer Funders,Clinical Trials and Supportive Activities,Kidney Disease,1,1,1
French Cancer Funders,Clinical Trials and Supportive Activities,Mental Health,1,1,1
French Cancer Funders,Clinical Trials and Supportive Activities,Mind and Body,1,1,1
French Cancer Funders,Clinical Trials and Supportive Activities,Orphan Drug,2,2,2
French Cancer Funders,Clinical Trials and Supportive Activities,Ovarian Cancer,1,1,1
French Cancer Funders,Clinical Trials and Supportive Activities,Patient Safety,2,6,6
French Cancer Funders,Clinical Trials and Supportive Activities,Prostate Cancer,1,1,1
French Cancer Funders,Clinical Trials and Supportive Activities,Rare Diseases,2,6,6
French Cancer Funders,Clinical Trials and Supportive Activities,Rehabilitation,2,2,2
French Cancer Funders,Clinical Trials and Supportive Activities,Urologic Diseases,2,8,8
French Cancer Funders,Clinical Trials and Supportive Activities,Uterine Cancer,1,1,1
French Cancer Funders,Colo-Rectal Cancer,,29,437,368
French Cancer Funders,Colo-Rectal Cancer,Acquired Cognitive Impairment,1,1,1
French Cancer Funders,Colo-Rectal Cancer,Aging,4,10,10
French Cancer Funders,Colo-Rectal Cancer,"Alcoholism, Alcohol Use and Health",1,1,1
French Cancer Funders,Colo-Rectal Cancer,Arthritis,1,1,1
French Cancer Funders,Colo-Rectal Cancer,Asthma,1,1,1
French Cancer Funders,Colo-Rectal Cancer,Atherosclerosis,1,1,1
French Cancer Funders,Colo-Rectal Cancer,Autoimmune Disease,3,3,3
French Cancer Funders,Colo-Rectal Cancer,Behavioral and Social Science,7,7,4
French Cancer Funders,Colo-Rectal Cancer,Biodefense,1,1,1
French Cancer Funders,Colo-Rectal Cancer,Bioengineering,2,2,2
French Cancer Funders,Colo-Rectal Cancer,Biotechnology,9,15,13
French Cancer Funders,Colo-Rectal Cancer,Brain Cancer,2,2,2
French Cancer Funders,Colo-Rectal Cancer,Brain Disorders,5,6,5
French Cancer Funders,Colo-Rectal Cancer,Breast Cancer,8,27,22
French Cancer Funders,Colo-Rectal Cancer,Burden of Illness,1,1,1
French Cancer Funders,Colo-Rectal Cancer,Cancer,20,105,81
French Cancer Funders,Colo-Rectal Cancer,Cardiovascular,2,2,2
French Cancer Funders,Colo-Rectal Cancer,Childhood Leukemia,1,2,2
French Cancer Funders,Colo-Rectal Cancer,Chronic Liver Disease and Cirrhosis,7,12,8
French Cancer Funders,Colo-Rectal Cancer,Climate-Related Exposures and Conditions,1,2,2
French Cancer Funders,Colo-Rectal Cancer,Clinical Research,22,67,55
French Cancer Funders,Colo-Rectal Cancer,Clinical Trials and Supportive Activities,8,9,6
French Cancer Funders,Colo-Rectal Cancer,Colo-Rectal Cancer,23,156,105
French Cancer Funders,Colo-Rectal Cancer,Comparative Effectiveness Research,2,2,1
French Cancer Funders,Colo-Rectal Cancer,Complementary and Alternative Medicine,2,2,2
French Cancer Funders,Colo-Rectal Cancer,Contraception/Reproduction,1,3,3
French Cancer Funders,Colo-Rectal Cancer,Crohn's Disease,2,2,2
French Cancer Funders,Colo-Rectal Cancer,Dental/Oral and Craniofacial Disease,4,4,1
French Cancer Funders,Colo-Rectal Cancer,Depression,2,2,2
French Cancer Funders,Colo-Rectal Cancer,Diagnostic Radiology,1,1,1
French Cancer Funders,Colo-Rectal Cancer,Digestive Diseases,15,49,33
French Cancer Funders,Colo-Rectal Cancer,Emerging Infectious Diseases,1,2,2
French Cancer Funders,Colo-Rectal Cancer,Genetic Testing,1,1,1
French Cancer Funders,Colo-Rectal Cancer,Genetics,13,28,26
French Cancer Funders,Colo-Rectal Cancer,HIV/AIDS,2,2,2
French Cancer Funders,Colo-Rectal Cancer,Headaches,1,1,1
French Cancer Funders,Colo-Rectal Cancer,Health Effects of Indoor Air Pollution,1,1,1
French Cancer Funders,Colo-Rectal Cancer,Heart Disease,2,2,2
French Cancer Funders,Colo-Rectal Cancer,Hematology,4,10,10
